"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (lbf)","Torque (lbf⋅ft)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.3157509500006","1000","0","-0.0005258424979323828","0.0000063667738416260065","25.038771150898","0.00019929756650969","0.004990166158767001","0","0","",""
"19.702025100001","2000","5545.999999999971","10.278357754594582","0.7912214041293169","23.315395257768","38.14488760781","889.3631316392266","623.0284651402407","70.05332726036303","7.483100555550059","5.242160921401527"
"24.935223950001","1953","5398.999999999971","9.787749573135935","0.7458796338129131","23.342487304387","34.91104834013","814.9107026623254","571.7577673005941","70.16201473764585","7.764911610743595","5.448018428695095"
"30.144875950001","1906","5218.999999999959","8.979715739525219","0.694174567833159","23.42141360586","31.307829990374","733.2736353064973","514.3822718068678","70.14874762159747","7.918489355999544","5.554721113783178"
"35.346560150001","1858","5035.00000000003","8.467461313007947","0.6463199628119464","23.52217148284","27.936084379843","657.117367341755","462.0373047819997","70.31275198996565","8.31269641022332","5.8448856105991"
"40.555439850001","1811","4807.99999999996","7.648101965992913","0.5892916952284943","23.652471005231","24.110238445106","570.2667157520754","402.2766052123117","70.54183491697985","8.623719728681383","6.083330134709444"
"45.786498450001","1764","4656.00000000004","7.18370515362613","0.5477882695006578","23.751676941327","21.426583134786","508.9172805739226","362.1226553940946","71.15550389362238","8.998260112912089","6.4027573250014305"
"51.046083700001","1717","4494.999999999994","6.576229443311335","0.5046063484036453","23.86184691754","18.567600996866","443.0572526131795","322.04191678154405","72.68629841450976","9.262544232336149","6.732600541491816"
"56.268925950001","1669","4299.0000000000255","6.060095664482388","0.46415972134851646","23.964931741192","16.186915204424","387.9183179744841","283.311949566985","73.03391885340672","9.70242575041606","7.086061749370903"
"61.496949700001","1622","4128.000000000043","5.552647195583923","0.4278004692087517","24.043765472867","14.322374487582","344.36381319399527","250.73267956030287","72.81040282216125","10.04511420543813","7.313888116925646"
"66.739761350001","1575","3943.000000000015","5.087603548878192","0.3916745234571264","24.122782594718","12.468643988865","300.7783881943279","219.271454561763","72.90133306389534","10.52438930533957","7.67242010042658"
"72.040876700001","1528","3734.000000000004","4.553208915997746","0.35126184942089417","24.210411406383","10.447964332494","252.94951484889546","186.22384698062862","73.62095439948688","11.090420785515107","8.164873629215291"
"77.385517600001","1480","3507.000000000031","3.9806147923273043","0.3060085417405676","24.293686704365","8.5868828625595","208.6070420301014","152.36994540948265","73.04161159981172","11.849951726742765","8.655395715012633"
"82.724109300001","1433","3247.9999999999527","3.3562909182373746","0.26090940470205704","24.382566456093","6.6875068768727","163.05858085092754","120.31942595979315","73.78907956386075","12.65288576527534","9.336447944463433"
"87.986510350001","1386","3003.0000000000164","2.8470272281331357","0.22266993968063117","24.449217101995","5.2731147168158","128.92352651515438","94.93949568979285","73.64016347988522","13.602240231851999","10.01671194366253"
"93.250684400001","1339","2759.999999999991","2.3828985295597183","0.1868462651039335","24.506233186057","4.0871190989341","100.15989369766623","73.21895056928945","73.1020649745313","14.762087998921137","10.791391160568816"
"98.563478800001","1291","2487.9999999999663","1.8929190528368707","0.15211122234442517","24.561500222179","3.033144817931","74.49858711951333","53.73306686972304","72.12628983623878","15.979241264530058","11.525233868086818"
"103.88510765","1244","2198.9999999999827","1.4385321753641456","0.11680980249855728","24.608915029658","2.0828587662785","51.2568943981259","36.469895237355985","71.15119959099478","17.891666935097682","12.730135651147371"
"109.2481015","1197","1887.0000000000193","1.0393063113397196","0.08459693661033801","24.648578525831","1.3571162734649","33.45098703518273","22.66504229224877","67.7559746395835","20.799494077174653","14.092899932092127"
"114.5137","1150","1565.0000000000234","0.7439580026280457","0.0614483208958147","24.678246245732","0.8598129185377","21.21867492893487","13.653825833580646","64.34815500642593","24.71495372107189","15.90361673020177"
"119.5869906","1102","1190.0000000000466","0.39163162493602066","0.03509897073700723","24.703255244347","0.45720617596586","11.29448086417647","5.930227293684522","52.50553225951145","29.955195327987187","15.728134746335977"
