"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (lbf)","Torque (lbf⋅ft)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.295184300009","1000","0","0.0004733789523393576","-0.00007711394385782568","25.127562736209","-0.0071217340220099","0.17895181842864782","0","0","",""
"19.915571750008","2000","4630.999999999958","7.051226331510724","0.5352962416561864","24.206281923879","16.91631900976","409.4811870645242","351.96458937387837","85.95378749803648","9.08722797599061","7.810816623945092"
"24.970698450008","1954","4396.999999999962","6.289204346807631","0.48208558298685156","24.270196087389","14.559518021112","353.3623573102621","300.96126683313196","85.17072082153886","9.47874500629503","8.073115446697097"
"30.099248750008","1907","4235.000000000008","5.917535658425033","0.4479878617935413","24.315737676517","12.997756482165","316.0500370035725","269.3702680339928","85.23025992588252","9.964533366859177","8.49279768897537"
"35.218051000007","1861","4099.000000000044","5.318166009801789","0.40420238038469103","24.379156994195","11.355463704735","276.8366323996177","235.23762274903072","84.97344470274504","10.254650154380446","8.713729478392427"
"40.343768250011","1814","3920.0000000000355","5.062131524495845","0.3790604639506213","24.423103199592","10.220362942182","249.6129788741967","210.97187061111595","84.51959171459765","10.883651118021614","9.19881748859311"
"45.487340250009","1768","3760.999999999997","4.590715177870498","0.34567510780163624","24.475174826579","9.0148041176454","220.63890680673543","184.58713841573464","83.66028507266869","11.280923445681141","9.437652713486361"
"50.706273950014","1721","3598.00000000004","4.190164738963093","0.3156752031618888","24.526655653381","7.8265038495535","191.9579648878595","161.26184506277676","84.0089366216113","11.785966816247303","9.901265392905335"
"55.896239650015","1675","3431.9999999999777","3.799701087809039","0.2889369150548052","24.572139949538","6.8835906741554","169.1445534006811","140.7927551081036","83.23812518785878","12.241506463791616","10.18960047521069"
"61.033858750004","1628","3253.9999999999727","3.397373511487014","0.2617827322068871","24.618976539761","5.9553769794758","146.61528614314744","120.9451733910868","82.49151679382346","12.741498148649432","10.510655085077852"
"66.192413800008","1582","3043.9999999999586","2.9156649106999293","0.22152579252412014","24.679653516009","4.7430097320421","117.05583680985771","95.74121703974859","81.79106625436201","13.81352146820059","11.298226496116463"
"71.340123250009","1535","2851","2.5488042564770095","0.19424735598816278","24.722300492831","3.9574986031542","97.83846966713708","78.62892356228778","80.36606033372824","14.703471839413494","11.816601049615791"
"76.503469850011","1489","2654.0000000000286","2.139098437130131","0.1675119585532338","24.766101058302","3.2286325661384","79.96064041310852","63.121415843949215","78.9406081765214","15.371624935662188","12.134454210825547"
"81.627523200008","1442","2447.000000000024","1.8677711898888263","0.14546830212064119","24.79908088825","2.6095445611457","64.71430665334506","50.53966233513765","78.09658319583536","16.763205797090837","13.091490961614141"
"86.771927350006","1396","2249.9999999999573","1.5507379286675298","0.12142290290304553","24.831180853885","2.0720441067026","51.451301950758854","38.78940575836964","75.3905232475804","18.13389193675445","13.671236016269969"
"91.934012950008","1349","2061.000000000012","1.2910156239262578","0.10134364329967899","24.856177757507","1.6458029279175","40.90837013014286","29.655448848686273","72.49237443179139","19.746618557408265","14.314792662254005"
"97.05583810001","1303","1876.999999999987","1.0420245595759179","0.08198382438360416","24.880381884532","1.2577974185798","31.294480107643967","21.848541092587844","69.81595801379406","21.633224276773138","15.103442778101835"
"102.22485535001","1256","1701.9999999999914","0.8341880288912481","0.0662434843195968","24.899455122562","0.97202690584043","24.202940319896587","16.0078394614716","66.1400608764547","23.637251358068347","15.63369243774702"
"107.40815720001","1210","1496.9999999999939","0.6250626829259206","0.051475002919355195","24.915218707036","0.71022315556975","17.695365251821574","10.940777274909944","61.828490789607706","25.91439864123005","16.022481577075148"
"112.6310058","1163","1267.0000000000105","0.4535352784054924","0.036073389423300566","24.932925690271","0.48388397245942","12.064643128043857","6.489235895218978","53.78721795868928","31.701751197259437","17.051490013191323"
"117.81738825001","1117","1054.99999999999","0.30241519457276883","0.023918887535149574","24.943791949561","0.32049162273368","7.994276359046108","3.5828071580175234","44.81715413757638","38.2865219310814","17.158929547769738"
