"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (lbf)","Torque (lbf⋅ft)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.2358036499998","1000","0","0.00023824101820024503","-0.000017575610770351328","25.0735822202","-0.0091404133995582","0.22918290690044033","0","0","",""
"19.06046735","1996","5071.999999999958","8.559603847164487","0.65277508769375","23.713685629633","26.220826511057","621.7924368323523","470.08112496706747","75.60097182298323","8.259363733373595","6.244159248825467"
"24.03539345","1949","4944.000000000021","8.064729148728606","0.6173509696047185","23.73642736604","24.045797255381","570.7613200108751","433.35178864655535","75.92522013199815","8.441408813391243","6.409158223809194"
"29.03534285","1902","4771.000000000031","7.527206204226442","0.5788308940080467","23.792851185182","21.75409275217","517.591891521027","392.0948301297873","75.75366549455664","8.70779984659225","6.596477567723009"
"34.035131","1855","4599.999999999953","6.952947231946932","0.5368378074779637","23.872120799233","19.338667010286","461.6549949656894","350.6153473961608","75.9474826915322","8.995053516183537","6.8315167122975495"
"39.04260165","1807","4386.000000000022","6.249038913257726","0.48470956731418574","23.991307069454","16.48099311256","395.4005665729834","301.8423796936394","76.33837814390816","9.390717015164478","7.168721065460584"
"44.04330065","1760","4209.00000000002","5.838177234233676","0.44869610170971275","24.07332908503","14.528344556254","349.7456195634067","268.1397615949085","76.66708218665666","9.876016270040504","7.5716535105195355"
"49.01797915","1713","4053.9999999999936","5.358188253525717","0.410815751885817","24.153957009071","12.761173002659","308.23282409154297","236.4617114159283","76.71529212141951","10.27833763982127","7.885056745614702"
"54.0172385","1665","3885.0000000000173","4.85396462063942","0.37146093425859983","24.234856082717","10.995512663117","266.4746669463328","204.89632386656433","76.89148323725267","10.745538400219536","8.262403857757352"
"58.98895705","1618","3731.9999999999973","4.443698625426831","0.34235112657767","24.297568163692","9.7068980704844","235.85401752560503","181.40255229495943","76.91306435993435","11.111352985793166","8.546082073222584"
"63.93991805","1571","3518.9999999999745","4.059697277991499","0.3125438611192901","24.369547421836","8.3209499725682","202.77778495122573","156.1565612202947","77.00871239808401","11.79231724505593","9.081111672314783"
"68.9406875","1524","3308.9999999999604","3.526948013565244","0.2734029843477734","24.443248662778","6.8381242329622","167.14597101326314","128.44878918417396","76.84827124787917","12.454743392294745","9.571254985337973"
"73.91598145","1476","3092.000000000019","3.0806606482762864","0.24016295688260794","24.507557088337","5.5835989013465","136.8403688331251","105.43274262645966","77.04798191170721","13.253607274242446","10.211636935307029"
"78.8911422","1429","2866.9999999999563","2.6068227404299242","0.20422342477994718","24.571005071955","4.437880331256","109.04318012802051","83.13104592297842","76.23681354980629","14.22374627761859","10.843730929465595"
"83.8666449","1382","2624.0000000000264","2.1375851986991794","0.17091855975457818","24.627279253608","3.4109892211669","84.0033840807241","63.67706710400355","75.80297841669363","15.226711600445567","11.54230090805794"
"88.84654435","1335","2392.000000000037","1.7460384504329058","0.140782416008137","24.674592135234","2.5932360983545","63.98704303726286","47.8122945224111","74.72183781733375","16.56456203899102","12.377345181926504"
"93.8400261","1287","2155.0000000000305","1.4107292840723957","0.11453349264352236","24.714027312549","1.9193027409972","47.433700362054964","35.043685637194336","73.87929967451551","18.25995262072647","13.490325117091057"
"98.817655","1240","1895.0000000000455","1.0432402875772266","0.08672380026752657","24.754852908371","1.3016812606373","32.2229281406593","23.333372357361483","72.41232781672358","20.280216133110454","14.685376588248005"
"103.8427305","1193","1624.000000000024","0.7414218684061585","0.0635760933338145","24.783690313526","0.85625117202938","21.22106387816983","14.6591861328767","69.0784694727612","22.941471607754384","15.84761746116479"
"108.85670985","1146","1326.0000000000111","0.4783268539228336","0.04249744120953423","24.806311798112","0.53219598952426","13.20181965384354","8.000853210828419","60.60416988425587","27.117784264790558","16.434508044679674"
"113.8637681","1098","981.000000000036","0.26202228223020835","0.024508219636998025","24.82404922287","0.28465780118263","7.066359268231549","3.413585364779332","48.3075546431087","34.817148332041825","16.819312955673315"
