"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (lbf)","Torque (lbf⋅ft)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.2686931","1000","0","0.0004321646171491438","0.000018669067001654757","24.93701737117","-0.0048474138621637","0.12088004368602645","0","0","",""
"19.80427495","2000","5363.000000000045","9.794703503748089","0.750955948889779","23.544720219892","29.1277501468","685.8047278413242","571.8106709459781","83.37805904981731","7.769709453589637","6.478232936213205"
"24.93143105","1954","5144.000000000001","8.81996144274444","0.6748599264277266","23.63189515708","25.104348418717","593.2633298179271","492.88385998666547","83.0801155598024","8.116855792825726","6.743493172502128"
"30.089929","1907","4975.0000000000255","8.163246744858839","0.6284064848568489","23.691090585702","22.592413943164","535.2389252771752","443.878122053361","82.93083725618372","8.341898944616545","6.918006637835255"
"35.14736505","1861","4812.999999999976","7.708910308753093","0.5866816658417797","23.760149254247","20.271438696164","481.65240901917485","400.9113716035863","83.23665865597816","8.721885046758468","7.259805684737146"
"40.20559735","1814","4634.999999999972","7.181145883894616","0.548412678590471","23.829244502155","18.23472883445","434.5198118266049","360.90028234232335","83.05726747537592","9.02552073290388","7.496350896173486"
"45.2530914","1768","4472.000000000015","6.698630592094726","0.5038130611618931","23.910677701791","16.123061352343","385.513323562076","319.8904050859551","82.97778196878475","9.498402195609193","7.88156346439086"
"50.292231","1721","4292.000000000003","6.131901416756557","0.46607476794326425","23.985194744695","14.333343729945","343.7880407053838","284.0176319467621","82.61416870814212","9.792996572671669","8.090402710129549"
"55.3968824","1675","4116.000000000004","5.555244642116569","0.42694931985645085","24.058113209032","12.558934383696","302.1442651877629","249.50639935873554","82.57856531007914","10.09920623127791","8.339779613495411"
"60.5023099","1628","3911.0000000000064","4.998741004924465","0.3807921342252104","24.146747173123","10.58795043773","255.66456230142333","211.4490710888782","82.7056629145122","10.723105889109437","8.868615810613058"
"65.5930528","1582","3707.000000000012","4.526020535130189","0.3454747871009004","24.213883526452","9.1076388566884","220.5313064768414","181.83142433010897","82.45152456356739","11.290503766121715","9.309192486074346"
"70.6820981","1536","3499.0000000000045","4.031323839168216","0.3079235162062437","24.276902134316","7.73052430362","187.6731819659341","152.97370896785486","81.51069181297423","11.953542519061614","9.743415203445148"
"75.77037535","1489","3286.9999999999845","3.446104104271183","0.2639356383133613","24.351082129629","6.239064944545","151.9279828767045","123.17646501614861","81.07556138365315","12.690139530454662","10.288601864685003"
"80.8601266","1443","3058.000000000004","2.9839388545104413","0.23014167136698874","24.406061015235","5.1208175745572","124.97898617253072","99.92237330308276","79.95133931166808","13.545433842399726","10.829755772574524"
"85.97757765","1396","2828.000000000021","2.516789447436822","0.19571769591758578","24.457610581013","4.0840178113","99.88531723469643","78.58497083058924","78.67519772294597","14.526906076161467","11.429072078446687"
"91.13192215","1350","2601.999999999955","2.101791687036727","0.16666005334013975","24.500267816526","3.2659022781599","80.01548047751994","61.569950650082866","76.94754850266845","15.484122733627759","11.914652850670931"
"96.29225645","1303","2373.999999999978","1.7571564764826495","0.14031580045421357","24.540918573554","2.5347530285434","62.20516767755297","47.29522430415698","76.03102132819053","16.852288626497955","12.812967159900886"
"101.4225429","1257","2143.999999999995","1.4107620121309978","0.11454965192469059","24.573878805172","1.9353259440882","47.55846519852851","34.86972735543848","73.31970703822749","18.351473702838227","13.455246756118349"
"106.57474","1210","1905.9999999999857","1.057530861941242","0.08766332488412991","24.602788123907","1.3875131862208","34.13669293971746","23.7230667908227","69.49433219180207","20.220316970217308","14.051974245518144"
"111.75461425","1164","1624.000000000024","0.8195793356830536","0.07290563133436412","24.629845884014","0.91302670287483","22.487706979796506","16.810363201365462","74.75356743339057","22.114628269620322","16.531473556174287"
"116.89055745","1117","1357.0000000000164","0.4994222252976487","0.045048325044117925","24.649752261742","0.60003093330416","14.790613855329383","8.679375790804647","58.68164685860741","26.1002768244504","15.316072275242938"
