time(s),accelX(m/s^2),accelY(m/s^2),accelZ(m/s^2),accelMagnitude(m/s^2),gyroX(deg/s),gyroY(deg/s),gyroZ(deg/s),magX(uT),magY(uT),magZ(uT),magMagnitude(uT)
2.814000,-0.105254,0.000000,-0.340611,0.356503,-0.233844,0.140230,0.484550,12.187352,-13.386973,12.960292,22.264585
2.948000,0.200022,-0.127498,-0.038328,0.240278,0.063706,0.216525,-0.331807,12.533249,-14.342889,13.541912,23.370583
3.171000,0.143157,-0.043098,-0.141882,0.206111,0.063706,-0.302281,-0.049516,12.879147,-15.936080,12.960292,24.244593
3.305000,0.062348,-0.099963,-0.099383,0.154133,-0.119402,0.147860,-0.080034,12.533249,-14.980165,11.603179,22.718307
3.439000,-0.004693,-0.121512,0.454903,0.470876,-0.165179,0.361486,0.064927,13.109745,-14.024250,12.184799,22.737949
3.574000,-0.014270,-0.108343,-0.134699,0.173453,0.048447,-0.119173,0.072557,12.302651,-14.980165,13.929660,23.870399
3.708000,-0.011876,-0.086794,-0.014983,0.088875,-0.058366,-0.012360,-0.087663,13.801538,-15.936080,12.572546,24.546080
3.842000,-0.020854,-0.125103,-0.053891,0.137804,0.002670,0.048676,0.103075,14.032138,-14.024250,12.184799,23.281963
4.068000,-0.008284,-0.107745,-0.074243,0.131109,0.017929,0.033417,-0.018997,13.916838,-11.793781,13.154165,22.490080
4.202000,-0.000503,-0.099364,-0.085017,0.130773,-0.104143,-0.073396,0.026780,12.533249,-14.342889,12.766418,22.929941
4.336000,-0.052579,-0.163413,0.292089,0.338798,0.063706,0.041047,0.118334,13.801538,-15.298803,14.511279,25.201450
4.471000,-0.136979,-0.102357,-0.004807,0.171066,-0.127031,-0.035248,0.293812,12.648548,-10.837866,12.184799,20.637695
4.605000,0.295196,0.009577,0.052058,0.299904,-0.088884,-0.027619,-0.102922,12.763847,-13.705611,11.603179,22.031645
4.739000,0.056961,-0.140667,0.023326,0.153544,-0.043107,0.170748,-0.377584,13.225044,-14.980165,10.052193,22.368587
4.966000,0.191043,-0.088590,-0.231669,0.313076,0.040818,0.010529,-0.110552,12.648548,-12.749696,12.960292,22.147453
5.100000,0.045588,-0.114329,-0.073045,0.143126,-0.149920,0.063935,-0.316548,13.340342,-12.112419,12.572546,21.971443
5.234000,-0.126205,-0.152638,0.043079,0.202687,-0.004959,-0.126803,0.202258,14.262734,-13.386973,11.797052,22.843098
5.368000,0.011469,-0.085597,-0.086813,0.122454,-0.195697,0.079194,0.293812,12.994446,-13.705611,11.215432,21.965548
5.502000,0.076714,-0.046091,0.135859,0.162687,-0.004959,0.140230,-0.041886,12.994446,-11.156505,12.766418,21.361288
5.636000,0.002490,-0.087393,0.101740,0.134145,0.094224,0.002899,-0.041886,13.225044,-12.431058,11.603179,21.542210
5.858000,0.034814,-0.140667,-0.138291,0.200308,-0.020218,0.140230,-0.156329,13.340342,-12.749696,11.021559,21.494051
5.992000,-0.052579,-0.144258,0.004770,0.153615,0.124743,-0.058137,0.110704,12.994446,-14.980165,10.439939,22.411007
6.127000,-0.066945,-0.130491,0.072410,0.163562,-0.127031,0.071565,0.141222,14.032138,-13.386973,12.184799,22.903740
6.261000,0.088087,-0.099963,-0.241845,0.276118,-0.149920,0.117342,-0.034256,13.801538,-10.837866,12.184799,21.363781
6.395000,-0.065748,-0.073625,-0.050898,0.111059,-0.050736,-0.050507,-0.003738,12.994446,-11.793781,11.603179,21.037649
6.529000,-0.154937,-0.130491,0.010157,0.202821,-0.157549,-0.111544,-0.034256,14.147435,-15.617441,12.766418,24.638098
6.756000,-0.140571,-0.129892,-0.012589,0.191809,0.063706,-0.019989,0.080186,11.726155,-12.749696,10.633812,20.325733
6.890000,-0.044199,-0.062851,-0.061074,0.098152,-0.188067,0.048676,0.179370,12.994446,-13.068335,12.378673,22.200642
7.024000,0.021645,-0.050281,0.055649,0.078061,-0.134661,0.170748,0.026780,12.533249,-11.793781,11.990926,20.975174
7.158000,0.074918,-0.107745,0.009559,0.131579,0.140002,-0.035248,-0.026627,12.417950,-11.475143,11.797052,20.616858
7.292000,-0.084903,-0.085597,0.104134,0.159309,-0.043107,-0.134432,-0.072404,13.225044,-9.881951,11.990926,20.404339
7.426000,0.082700,-0.102956,-0.177199,0.220994,-0.088884,0.102083,0.209888,12.879147,-14.024250,11.409307,22.197393
7.650000,-0.095677,-0.041901,-0.184382,0.211911,-0.203326,0.048676,0.156481,12.879147,-13.386973,13.348039,22.874737
7.784000,0.047982,-0.105350,0.026918,0.118851,0.025559,0.102083,0.141222,13.340342,-11.475143,12.184799,21.403574
7.918000,0.055165,-0.144857,-0.041321,0.160418,0.124743,-0.027619,-0.186847,12.417950,-10.200589,12.960292,20.645258
8.052000,-0.004094,-0.021549,-0.335822,0.336538,-0.088884,0.041047,-0.003738,12.879147,-12.749696,13.348039,22.507717
8.186000,0.153333,-0.043098,0.062832,0.171220,-0.004959,0.094453,0.148852,12.994446,-12.431058,12.766418,22.053759
8.320000,0.149741,-0.028133,0.113113,0.189759,0.109484,0.033417,-0.316548,14.147435,-12.431058,12.378673,22.536917
8.543000,0.084496,-0.032922,0.035298,0.097310,0.010300,0.117342,-0.072404,13.109745,-9.563313,12.184799,20.292650
8.677000,0.058757,-0.098766,-0.131706,0.174796,0.170520,-0.035248,-0.224994,13.916838,-11.156505,13.154165,22.162537
8.811000,-0.098071,-0.167004,-0.011392,0.194006,0.078965,-0.073396,-0.125811,13.340342,-12.112419,11.797052,21.537081
8.945000,-0.044798,-0.102956,0.195717,0.225637,0.101854,0.048676,0.194629,13.109745,-12.749696,12.184799,21.974747
9.080000,0.060553,-0.155032,0.007164,0.166592,0.040818,0.041047,-0.057145,13.686239,-12.431058,13.541912,22.917847
9.214000,0.112629,-0.053274,-0.189769,0.227014,-0.134661,-0.019989,-0.186847,12.879147,-12.749696,11.409307,21.414934
9.440000,0.110235,-0.084998,-0.072447,0.156924,0.040818,-0.027619,-0.141070,12.763847,-12.431058,14.705153,23.101698
9.574000,0.025835,-0.132286,-0.248430,0.282638,-0.027848,0.002899,-0.209735,12.994446,-15.617441,11.215432,23.206594
9.708000,0.028229,-0.101160,-0.026356,0.108282,0.147631,-0.004730,0.095445,13.916838,-11.793781,11.603179,21.619560
9.842000,0.138368,-0.098766,-0.126319,0.211795,0.017929,0.033417,-0.095293,12.879147,-12.749696,12.572546,22.056656
9.976000,0.018053,-0.076020,-0.017377,0.080043,-0.447471,-0.035248,-0.286030,13.340342,-14.661526,12.184799,23.267883
10.110000,-0.154937,-0.016760,-0.215508,0.265951,0.048447,-0.042878,0.698177,12.648548,-10.837866,12.572546,20.868973
10.335000,-0.280040,-0.005387,-0.180790,0.333371,-0.500877,0.063935,1.186465,13.109745,-8.288759,10.246066,18.588997
10.469000,0.192839,-0.145455,0.061635,0.249285,0.101854,-0.027619,-0.224994,12.879147,-10.200589,11.409307,20.002419
10.603000,-0.067544,-0.253798,0.305258,0.402688,0.422293,-0.218357,-0.629358,12.763847,-7.970120,11.990926,19.241125
10.738000,-0.085501,-0.163413,0.190330,0.265028,-0.065995,0.102083,0.980468,14.147435,-10.519227,10.827685,20.689196
10.872000,0.274844,-0.139469,0.253181,0.398863,0.376516,-0.019989,-0.499657,12.763847,-10.519227,12.766418,20.893812
11.006000,-0.025045,-0.143061,-0.106566,0.180139,-0.050736,0.094453,-0.751431,13.570940,-12.749696,11.021559,21.637928
11.233000,0.190445,-0.005986,-0.061672,0.200271,-0.188067,0.071565,-0.095293,12.417950,-11.475143,11.797052,20.616858
11.368000,0.248507,0.059260,0.128676,0.286051,-0.149920,0.330968,0.171740,13.686239,-10.519227,10.827685,20.376606
11.502000,0.299985,-0.022746,-0.162833,0.342086,-0.096513,0.048676,-0.583581,12.994446,-11.156505,13.154165,21.595261
11.636000,0.226958,-0.028732,0.123888,0.260161,-0.104143,0.186007,-0.469139,13.801538,-12.112419,12.572546,22.254484
11.770000,-0.208809,-0.205313,-0.216705,0.364302,0.155261,-0.180209,-0.148699,13.340342,-14.024250,11.797052,22.667482
11.904000,-0.232154,-0.223271,-0.185579,0.371732,-0.142290,-0.035248,0.087816,11.956754,-12.749696,11.797052,21.087654
12.128000,0.247908,-0.075421,-0.208923,0.332860,0.002670,0.140230,-0.606470,13.340342,-13.386973,10.633812,21.685335
12.263000,0.171290,-0.025739,0.090367,0.195369,-0.210956,0.170748,-0.293660,14.032138,-13.386973,11.797052,22.699833
12.397000,0.101256,-0.223271,0.125683,0.275498,0.544366,-0.149691,-0.659876,13.340342,-10.200589,9.470572,19.279743
12.531000,-0.236942,-0.342388,0.045474,0.418855,-0.157549,0.033417,-0.018997,13.570940,-12.749696,12.184799,22.252966
12.665000,-0.380602,-0.134082,0.018537,0.403955,0.170520,-0.180209,0.423514,13.570940,-10.837866,11.797052,20.995243
12.799000,-0.190253,-0.202919,-0.044314,0.281666,0.025559,-0.279393,0.324330,12.648548,-12.112419,12.184799,21.334616
13.024000,0.133579,-0.222074,-0.207726,0.332130,0.529107,-0.256504,-0.850614,13.340342,-12.749696,11.797052,21.901825
13.158000,-0.055572,-0.190349,-0.091601,0.218430,-0.279622,0.285191,-0.636988,12.648548,-12.112419,11.797052,21.115561
13.292000,-0.451833,-0.186159,0.147831,0.510550,0.262074,-0.180209,0.728695,12.533249,-11.156505,11.215432,20.182564
13.426000,-0.189654,-0.172391,-0.178994,0.312612,-0.127031,-0.378576,0.743954,13.570940,-11.475143,11.797052,21.331192
13.560000,0.070130,0.094576,0.162197,0.200426,-0.050736,0.033417,0.934691,13.686239,-7.970120,11.990926,19.865002
13.694000,0.145551,-0.113132,-0.317865,0.367454,-0.027848,-0.050507,0.316701,12.533249,-11.793781,13.154165,21.661201
13.828000,0.277837,0.022746,-0.047905,0.282853,-0.294881,0.163119,-0.125811,13.225044,-13.705611,13.154165,23.146872
14.053000,-0.151944,-0.149645,-0.414237,0.465910,-0.226215,-0.042878,0.576104,12.417950,-14.661526,12.184799,22.751596
14.187000,0.189846,0.054471,-0.082623,0.214091,0.132372,-0.012360,-0.049516,12.879147,-14.661526,11.797052,22.803579
14.321000,0.036609,-0.154434,-0.089207,0.182066,0.140002,-0.004730,-0.087663,12.994446,-10.519227,13.929660,21.761093
14.455000,-0.139972,-0.099963,-0.022765,0.173502,-0.043107,-0.081025,0.019150,13.225044,-11.156505,10.827685,20.410982
14.589000,0.276640,0.077217,0.156211,0.326947,0.017929,0.208896,0.324330,14.262734,-14.024250,12.572546,23.625710
14.723000,0.438257,0.002993,-0.023363,0.438890,-0.294881,0.330968,-0.751431,13.225044,-11.793781,11.603179,21.180861
14.949000,-0.181274,-0.070034,0.086776,0.212826,0.094224,-0.218357,1.262760,12.879147,-12.749696,11.021559,21.210892
15.083000,0.058158,-0.126899,0.152021,0.206388,0.063706,-0.027619,0.682917,12.879147,-11.475143,11.797052,20.897890
15.218000,0.278436,0.180173,-0.038926,0.333922,-0.020218,0.071565,0.614252,14.147435,-13.068335,12.766418,23.106552
15.353000,0.405335,-0.057464,0.172971,0.444430,-0.104143,-0.035248,-0.286030,12.648548,-12.112419,12.184799,21.334616
15.487000,0.200022,0.065844,0.045474,0.215434,-0.317769,0.140230,-0.591211,13.340342,-10.200589,12.960292,21.212872
15.621000,0.006680,-0.241228,-0.117939,0.268599,0.551995,-0.164950,-0.980316,13.109745,-13.386973,12.184799,22.350521
15.848000,0.116221,0.137075,-0.160438,0.240909,-0.172808,0.056306,0.705806,12.417950,-13.386973,10.246066,20.937965
15.982000,0.192839,-0.141265,-0.038926,0.242194,-0.119402,-0.164950,0.064927,13.455641,-13.705611,13.154165,23.279392
16.115999,0.287415,0.110139,-0.192762,0.363173,-0.401694,0.186007,-0.018997,14.493333,-10.837866,10.246066,20.796583
16.250000,0.265267,-0.155032,-0.216106,0.375638,0.468071,-0.203098,-1.010834,12.994446,-13.068335,11.990926,21.986797
16.384001,0.157523,-0.018556,-0.074841,0.175382,-0.416953,0.376745,-0.804837,12.879147,-14.661526,12.572546,23.214256
16.518000,-0.350673,-0.235242,0.198710,0.466686,0.536736,-0.134432,-0.095293,12.187352,-7.651482,9.858319,17.443142
16.743999,0.350266,0.139469,-0.045511,0.379749,-0.134661,0.224155,-0.247883,13.455641,-9.881951,10.439939,19.690088
16.879000,0.267662,-0.218482,-0.004807,0.345543,-0.081254,0.269932,-1.087129,13.340342,-12.749696,12.960292,22.549692
17.013000,0.168896,0.055069,-0.261598,0.316215,-0.340658,0.254673,-0.766690,13.916838,-9.881951,11.603179,20.638922
17.146999,-0.253104,-0.146054,-0.152657,0.329693,0.529107,-0.096284,0.286183,12.533249,-9.881951,13.154165,20.682537
17.282000,-0.228562,-0.135878,-0.299908,0.400809,-0.378805,0.071565,0.698177,12.533249,-11.156505,11.990926,20.623585
17.417000,0.036011,-0.058661,0.168781,0.182277,0.246815,-0.119173,0.507439,13.225044,-14.980165,11.990926,23.304279
17.643000,-0.186063,-0.052675,-0.211916,0.286884,-0.088884,-0.180209,0.133593,12.187352,-14.024250,10.633812,21.407688
17.777000,0.165903,-0.122111,-0.002413,0.206011,0.002670,0.094453,0.209888,12.072053,-14.342889,11.603179,22.047373
17.910999,0.053370,-0.052077,-0.056884,0.093787,-0.027848,-0.012360,-0.163958,13.225044,-10.519227,11.215432,20.281565
18.045000,-0.169901,-0.139469,0.194520,0.293524,-0.027848,0.025788,0.095445,14.262734,-14.024250,11.409307,23.027754
18.179001,-0.034622,-0.055668,-0.065863,0.092927,0.086595,-0.012360,0.454032,12.763847,-13.068335,12.378673,22.066462
18.313999,0.115622,-0.207109,-0.126918,0.269018,0.170520,-0.035248,-0.385214,13.340342,-12.749696,11.409307,21.695431
18.539000,0.210796,-0.005986,-0.356773,0.414437,-0.127031,-0.004730,0.209888,11.726155,-12.749696,11.409307,20.741980
18.673000,0.019849,-0.217285,-0.079031,0.232062,0.162890,-0.081025,-0.522545,13.109745,-13.386973,11.797052,22.141520
18.806999,-0.216590,-0.096372,-0.203536,0.312451,-0.081254,-0.050507,0.263294,12.533249,-12.431058,12.378673,21.560266
18.941000,0.080904,-0.130491,0.029312,0.156309,0.170520,0.010529,0.598993,12.187352,-12.112419,12.572546,21.291105
19.075001,0.244915,-0.149645,0.113113,0.308499,0.155261,-0.019989,-0.553063,12.994446,-11.156505,11.990926,20.907068
19.209000,-0.272258,-0.139469,0.098149,0.321262,-0.043107,-0.134432,-0.118181,12.302651,-10.519227,10.827685,19.474295
19.436001,0.117418,-0.149645,0.133465,0.232365,0.117113,0.056306,-0.728542,12.417950,-12.112419,12.960292,21.653761
19.570000,-0.336307,-0.146652,0.092163,0.378290,-0.020218,-0.081025,-0.072404,12.763847,-12.431058,11.990926,21.476250
19.704000,0.141960,-0.042499,-0.096390,0.176776,0.086595,-0.019989,0.782101,12.533249,-11.793781,12.378673,21.199224
19.837999,0.263471,-0.110737,0.116106,0.308481,-0.058366,-0.149691,-0.759060,13.686239,-10.519227,10.052193,19.975330
19.972000,0.150340,0.004789,-0.245437,0.287861,-0.088884,0.277562,-1.064240,11.841455,-11.793781,10.827685,19.913616
20.106001,-0.538627,-0.357353,-0.296316,0.711072,0.384146,-0.126803,0.965209,12.879147,-7.651482,11.797052,19.067986
20.330999,0.161114,0.085597,-0.134101,0.226424,-0.035477,0.155489,-0.789578,12.648548,-12.749696,11.797052,21.487461
20.465000,-0.204020,-0.223271,-0.080827,0.313061,0.155261,-0.134432,0.003891,13.109745,-13.386973,11.797052,22.141520
20.599001,0.155727,-0.077217,-0.122728,0.212780,-0.264363,-0.019989,0.545586,12.879147,-11.475143,12.184799,21.119202
20.733000,0.046187,-0.055069,-0.085616,0.111785,0.246815,-0.058137,-0.438621,12.072053,-11.793781,12.378673,20.929865
20.867001,0.055165,-0.095773,-0.004209,0.110605,-0.012589,0.025788,-0.125811,12.994446,-11.793781,12.378673,21.475113
21.000999,-0.185464,-0.102357,-0.128115,0.247563,-0.050736,-0.111544,0.255665,12.994446,-12.431058,14.705153,23.229902
21.226999,-0.031629,-0.088590,0.005967,0.094256,0.223926,-0.416724,-0.064775,11.841455,-14.342889,13.154165,22.780926
21.361000,-0.051382,-0.117920,-0.050299,0.138114,0.033188,0.041047,-0.163958,12.879147,-14.024250,14.123532,23.707092
21.496000,0.009673,-0.126899,-0.080827,0.150765,-0.203326,0.247043,0.194629,12.417950,-10.200589,12.572546,20.404078
21.629999,-0.014869,-0.137075,-0.023363,0.139845,0.170520,-0.119173,-0.087663,13.109745,-12.749696,11.797052,21.762136
21.764000,0.017455,-0.063450,-0.063468,0.091426,0.140002,-0.019989,0.186999,13.225044,-15.617441,11.990926,23.718950
21.899000,0.004286,-0.105350,-0.105369,0.149063,-0.271992,-0.081025,-0.057145,12.648548,-13.386973,11.409307,21.664928
22.125999,0.080306,-0.223271,0.014347,0.237707,-0.020218,-0.058137,-0.110552,12.879147,-14.024250,13.735786,23.478157
22.260000,0.015060,0.019155,-0.099383,0.102326,0.002670,0.041047,-0.087663,12.763847,-12.431058,11.215432,21.053097
22.393999,0.155727,-0.069435,-0.088609,0.192155,0.147631,-0.012360,0.125963,11.841455,-12.431058,11.990926,20.941193
22.528000,-0.075924,-0.241827,-0.024560,0.254652,-0.233844,-0.103914,-0.476768,13.570940,-10.837866,12.572546,21.440584
22.662001,0.076714,0.192743,-0.213712,0.297839,0.040818,0.079194,0.408255,12.994446,-13.705611,12.766418,22.796509
22.797001,-0.165711,-0.380697,-0.228677,0.474008,0.017929,-0.294652,0.125963,12.302651,-12.431058,13.154165,21.884207
23.023001,0.195832,0.000000,-0.064665,0.206232,0.368887,-0.103914,-0.430991,12.417950,-12.749696,12.572546,21.790575
23.157000,0.059355,-0.193940,-0.008399,0.202994,-0.271992,0.170748,0.057298,12.879147,-14.024250,11.021559,22.000608
23.291000,-0.038213,0.022147,-0.073045,0.085360,0.056077,-0.119173,-0.400473,12.302651,-12.431058,11.990926,21.205395
23.424999,0.072524,-0.238834,-0.013786,0.249983,0.048447,0.094453,0.301442,12.994446,-14.980165,12.378673,23.377178
23.559000,-0.001101,0.037112,-0.140685,0.145502,-0.127031,-0.027619,-0.163958,12.879147,-12.112419,11.409307,21.041754
23.695000,0.013863,-0.183166,-0.018575,0.184626,0.201038,0.102083,-0.156329,13.225044,-11.793781,12.766418,21.839792
23.924999,0.032419,-0.026338,-0.093397,0.102312,0.033188,0.041047,-0.018997,13.109745,-13.386973,13.735786,23.232483
24.059999,0.043792,-0.164011,-0.041919,0.174856,-0.073625,0.071565,-0.102922,13.109745,-14.024250,12.572546,22.948071
24.194000,0.061750,0.015563,-0.100580,0.119045,0.201038,0.048676,-0.362325,12.648548,-14.661526,11.797052,22.674139
24.327999,-0.019059,-0.213693,-0.033539,0.217147,0.101854,-0.012360,-0.064775,12.648548,-13.386973,11.409307,21.664928
24.462999,-0.033425,-0.014366,-0.131108,0.136062,-0.111772,-0.004730,0.194629,12.648548,-14.024250,13.348039,23.126511
