time(s),accelX(m/s^2),accelY(m/s^2),accelZ(m/s^2),accelMagnitude(m/s^2),gyroX(deg/s),gyroY(deg/s),gyroZ(deg/s),magX(uT),magY(uT),magZ(uT),magMagnitude(uT)
31.746000,0.113228,0.086196,-0.017976,0.143434,-0.083238,-0.154650,0.518120,5.678747,-5.005077,-1.144357,7.655620
31.879999,0.114425,0.053872,-0.101179,0.161964,0.199054,-0.124132,0.006943,4.670258,-5.916401,-3.037197,8.126480
32.014000,0.078510,-0.017359,0.214872,0.229423,-0.006943,-0.154650,0.266346,4.838339,-5.574655,-1.617567,7.556642
32.240002,0.053370,-0.071231,-0.111953,0.143023,-0.243458,0.043717,0.518120,5.006421,-5.460740,-1.144357,7.496231
32.375000,0.024638,0.118519,-0.131706,0.178886,0.076982,-0.093614,0.396048,6.519154,-5.346824,-4.456827,9.536834
32.508999,0.083897,-0.101160,-0.018575,0.132730,0.107500,-0.139391,0.411307,4.838339,-5.802486,0.275273,7.560037
32.643002,0.009075,0.127498,-0.084419,0.153181,-0.075608,-0.101244,0.434195,6.855317,-5.802486,1.221693,9.064036
32.778000,0.017455,-0.058661,-0.168818,0.179570,0.282979,-0.124132,0.441825,7.023399,-6.144233,-1.144357,9.401557
32.911999,0.044989,0.023345,-0.071250,0.087439,-0.365530,-0.101244,0.922484,5.846828,-5.802486,-0.671147,8.264665
33.137001,0.041398,-0.149047,-0.032342,0.158034,0.015946,-0.070725,0.228199,6.014910,-5.916401,-2.090777,8.692197
33.271000,-0.080114,0.113132,-0.117340,0.181620,-0.197681,-0.085985,0.342641,6.182991,-5.802486,0.275273,8.483749
33.404999,0.011469,-0.134082,-0.024560,0.136795,0.199054,-0.017319,0.273976,6.519154,-6.258148,3.114532,9.558456
33.539001,-0.031030,0.016162,-0.094594,0.100857,-0.251087,-0.108873,0.647822,6.182991,-5.118993,5.007372,9.460827
33.674000,0.022243,0.000599,-0.044314,0.049586,0.260090,-0.063096,0.319753,5.846828,-6.030317,0.275273,8.403921
33.812000,0.029426,0.002394,-0.050898,0.058841,-0.113756,-0.085985,0.624933,5.174502,-5.574655,-1.617567,7.776167
34.081001,0.076714,-0.058661,0.020932,0.098815,0.099870,-0.024948,0.365530,6.351073,-5.460740,-0.197937,8.378244
34.257999,0.026433,0.020352,0.074205,0.081359,0.229572,-0.085985,0.403677,5.678747,-5.688571,-0.197937,8.040347
34.433998,0.085693,0.030528,-0.048504,0.103091,-0.174792,-0.124132,0.388418,5.510665,-5.574655,0.275273,7.843467
34.610001,0.088686,-0.035316,0.033502,0.101167,0.168536,0.013199,0.426566,4.670258,-4.549415,1.694903,6.736556
34.785999,0.003687,0.038309,-0.105967,0.112740,-0.113756,-0.017319,0.518120,5.510665,-4.891161,-2.563987,7.801598
34.962002,-0.157930,-0.228059,-0.341210,0.439746,0.534752,-0.520867,0.685969,5.846828,-5.346824,0.275273,7.927780
35.226002,0.187452,-0.020950,-0.104172,0.215473,0.389792,-0.276722,0.624933,4.670258,-5.460740,1.694903,7.382660
35.402000,-0.082508,0.040105,-0.133502,0.161984,0.023575,-0.429312,1.082704,4.502176,-5.574655,-1.617567,7.345944
35.577999,-0.080713,-0.095174,-0.073644,0.144900,0.122759,0.036088,0.342641,6.519154,-5.346824,-0.671147,8.458034
35.754002,-0.057368,0.049682,-0.137094,0.156697,-0.159533,-0.078355,0.182422,6.014910,-5.460740,0.748483,8.158373
35.931999,0.144952,-0.080808,-0.055687,0.175049,-0.029831,-0.017319,0.304494,6.014910,-5.232908,0.748483,8.007665
36.108002,0.056961,0.038908,-0.103573,0.124442,0.199054,0.013199,0.251087,6.014910,-5.916401,-2.090777,8.692197
36.374001,0.007877,0.058661,-0.094594,0.111585,-0.029831,-0.093614,0.457084,5.846828,-4.891161,3.114532,8.234632
36.550999,0.021046,-0.054471,-0.040722,0.071192,0.000687,-0.040207,0.510491,4.838339,-4.663331,-1.617567,6.911780
36.727001,-0.071734,0.022746,-0.073644,0.105293,0.054093,-0.017319,0.251087,6.014910,-6.144233,-0.197937,8.600576
36.903000,-0.037016,0.089787,0.007763,0.097428,-0.296864,0.081865,0.373159,4.838339,-5.346824,-0.671147,7.242133
37.078999,0.250303,-0.073027,0.129873,0.291293,0.130388,0.440452,0.289235,6.351073,-5.460740,-3.037197,8.909566
37.256001,0.172487,0.120913,0.005967,0.210731,-0.022202,0.181048,0.518120,5.678747,-5.688571,-3.037197,8.592587
37.523998,0.159917,0.095773,-0.098186,0.210681,-0.037461,-0.024948,0.205310,5.846828,-3.979837,-4.456827,8.359893
37.701000,0.087489,-0.039506,-0.043116,0.105233,-0.067979,0.112383,0.541009,5.174502,-5.118993,-4.456827,8.534803
37.876999,-0.041805,0.021549,-0.307091,0.310671,-0.106127,-0.284352,0.174792,5.510665,-5.346824,-7.296087,10.591923
38.051998,0.046187,-0.012570,0.154415,0.161664,0.160906,-0.223316,0.220569,5.174502,-5.574655,-6.349667,9.908104
38.228001,0.086890,0.026338,0.031706,0.096171,0.092241,-0.093614,0.457084,6.014910,-5.460740,-6.822877,10.608980
38.403999,0.001892,0.044894,-0.178396,0.183968,-0.022202,-0.162280,0.502861,5.678747,-5.688571,-3.983617,8.970909
38.673000,0.048581,0.032922,-0.074841,0.095106,0.160906,0.081865,0.518120,6.351073,-5.688571,-6.822877,10.920055
38.848999,-0.048389,-0.034119,-0.013786,0.060792,0.099870,-0.055466,0.502861,5.846828,-4.891161,-2.563987,8.042567
39.026001,-0.020256,0.028133,-0.121531,0.126378,-0.197681,-0.101244,0.396048,5.678747,-5.460740,-4.930037,9.293714
39.202999,0.068933,-0.017359,-0.151460,0.167311,0.122759,0.066606,0.380789,5.678747,-5.232908,-5.876457,9.703826
39.379002,0.095270,0.017957,0.151422,0.179799,-0.006943,-0.047837,0.335012,4.838339,-4.663331,-4.456827,8.063466
39.556000,0.014462,-0.009577,-0.052694,0.055475,0.206683,-0.070725,0.388418,4.166013,-4.891161,-2.563987,6.917597
39.820999,0.042595,0.010176,0.184344,0.189475,-0.045090,-0.078355,0.342641,5.174502,-5.118993,-4.456827,8.534803
39.997002,0.045588,0.020352,0.171176,0.178307,0.160906,0.089494,0.365530,6.014910,-4.549415,-2.090777,7.826089
40.174000,-0.007087,-0.031725,0.009559,0.033883,-0.090868,-0.047837,0.472343,5.006421,-5.232908,-3.983617,8.265396
40.349998,0.157523,0.117920,0.104733,0.222907,0.130388,0.028458,0.212940,6.014910,-5.232908,-7.769296,11.132135
40.526001,0.068334,0.000599,-0.105967,0.126091,-0.167163,-0.230945,0.609674,6.014910,-5.688571,-3.983617,9.187392
40.702999,0.133579,-0.027535,0.034699,0.140733,0.267720,-0.032578,0.411307,6.519154,-5.118993,-3.510407,9.001468
40.969002,0.070130,0.028732,-0.112552,0.135689,0.084611,-0.116503,0.472343,6.351073,-4.777246,-6.822877,10.474247
41.145000,0.064743,-0.036513,-0.089806,0.116576,-0.014572,-0.154650,0.479972,5.174502,-4.663331,-5.403247,8.815737
41.320999,-0.053178,-0.046091,-0.059877,0.092398,0.046464,-0.101244,0.357900,6.855317,-5.574655,-5.403247,10.356989
41.498001,0.078510,0.008380,-0.002413,0.078993,0.069352,-0.055466,0.136645,7.023399,-4.549415,-6.822877,10.797081
41.674999,0.036011,-0.006584,-0.126319,0.131517,-0.212940,0.005570,0.563897,4.166013,-4.663331,-3.510407,7.171142
41.851002,0.019849,-0.037112,0.119099,0.126317,0.160906,-0.093614,0.586786,5.846828,-4.435499,-1.617567,7.515023
42.112999,-0.109444,-0.031126,-0.256810,0.280888,0.214313,-0.162280,0.373159,6.182991,-5.574655,-2.563987,8.710923
42.290001,-0.094480,0.007782,0.185541,0.208357,-0.075608,0.058976,0.533379,5.342584,-5.916401,-6.822877,10.492790
42.466000,-0.096874,-2.685833,0.893064,2.832074,-0.739376,0.799039,-49.958721,6.519154,-5.346824,-2.563987,8.812600
42.641998,0.130587,-1.750849,0.063431,1.756858,38.728081,4.041581,1.281071,7.191480,-5.574655,-1.617567,9.241791
42.818001,-0.089093,-1.819686,0.522543,1.895322,4.624170,-26.369648,13.579842,6.687236,-3.638091,-3.983617,8.592091
42.994999,-0.441657,7.015368,3.876990,8.027547,-68.016403,5.094453,23.429541,6.855317,-2.840682,-0.671147,7.450858
43.172001,0.206008,-0.391472,1.692170,1.749036,-52.688713,49.589760,1.570992,6.351073,-5.232908,0.748483,8.263152
43.437000,0.865045,1.013397,0.530923,1.434279,16.434652,-18.656212,-3.495003,4.334095,-9.789531,-0.197937,10.707870
43.613998,0.141960,0.284925,0.293885,0.433247,14.077133,-26.224688,-2.098802,7.359562,-7.966882,0.748483,10.871734
43.790001,-0.088494,0.408831,0.776939,0.882388,9.072175,-2.451133,0.357900,8.536132,-7.169473,-5.403247,12.387977
43.966999,-0.071734,1.025369,1.389886,1.728673,-5.736705,-2.145952,17.875257,8.199969,-6.941641,-3.510407,11.302604
44.143002,-0.251907,1.185789,2.099205,2.424090,38.956966,6.887388,-1.770733,10.385030,-7.966882,-1.144357,13.138859
44.320000,-0.294406,-0.093977,-0.476489,0.567933,-18.668726,9.649271,-11.689097,7.359562,-3.865921,-5.876457,10.180434
44.589001,-0.167507,0.272354,-0.043116,0.322637,-19.248569,-6.593957,-5.623636,7.023399,-4.777246,-3.037197,9.020797
44.766998,-0.317751,0.720093,-0.234662,0.821319,-8.529106,-7.936751,1.616770,8.031888,-5.916401,-7.769296,12.644248
44.945000,-0.436270,0.360346,0.095754,0.573889,7.141908,10.084153,-4.563134,8.704214,-6.599895,-6.822877,12.879192
45.120998,-0.418312,0.436365,-0.021568,0.604868,0.817044,1.653544,-0.138018,7.191480,-6.030317,-6.349667,11.331388
45.299999,-0.417714,0.391472,0.071213,0.576894,-0.083238,-1.260929,2.051651,7.191480,-5.346824,-7.296087,11.555899
45.478001,-0.312962,0.362740,-0.057482,0.482524,-1.700694,-3.946517,1.593881,8.368052,-5.688571,-5.876457,11.701148
45.743999,-0.214196,0.035316,-1.810127,1.823099,17.067902,3.629587,-6.012741,6.519154,-3.752006,-1.617567,7.693727
45.919998,-0.799010,0.181969,0.826622,1.163973,-13.366216,-22.051346,-1.213779,7.695725,-4.093753,-5.876457,10.512647
46.097000,-0.939078,0.438760,1.225875,1.605349,-0.762264,-12.705195,3.142672,10.385030,-4.549415,-7.769296,13.744380
46.272999,-0.901966,0.008380,-0.084419,0.905946,5.585488,1.424659,-1.412146,10.721192,-4.093753,-7.769296,13.858743
46.449001,-0.812777,0.070633,-0.196353,0.839136,-1.593881,13.265659,3.470741,9.712704,-4.321584,-5.876457,12.146829
46.625000,-0.365637,0.089189,-0.079031,0.384566,0.130388,0.532006,-0.496605,8.704214,-4.321584,-7.769296,12.441920
46.893002,-0.511092,0.231651,0.123888,0.574653,-3.684367,-1.962844,2.318684,8.031888,-4.777246,-3.037197,9.826386
47.069000,-0.424897,0.394465,-0.002413,0.579781,-1.792248,2.073167,-0.733120,10.216949,-4.435499,-9.188927,14.439393
47.244999,-0.512888,0.308269,-0.131706,0.612724,-0.014572,-4.007553,0.800412,8.031888,-5.232908,-3.037197,10.055800
47.422001,-0.564965,0.323832,-0.164628,0.671681,0.145647,0.287861,1.021668,9.040378,-5.460740,-5.876457,12.086390
47.598000,-0.606267,0.296298,0.056847,0.677188,1.396887,-1.108339,1.548104,9.040378,-5.460740,-5.876457,12.086390
47.775002,-0.629611,0.435767,0.028115,0.766220,-0.983520,-3.046235,-0.046464,9.040378,-5.005077,-3.037197,10.770506
48.042999,-0.640984,0.292107,-0.249028,0.747130,-0.167163,0.829557,0.052720,9.208459,-4.207668,-11.081766,15.010187
48.221001,-0.666723,0.489041,0.180154,0.846248,-0.556268,-0.787899,0.708858,7.359562,2.513350,-18.179916,19.773453
48.396999,-0.657745,0.367529,0.092163,0.759078,0.168536,1.615396,0.525750,6.351073,2.969012,-14.394236,16.010784
48.573002,-0.655350,0.234045,-0.006603,0.695920,-1.891432,4.667201,1.181888,6.855317,3.082927,-19.599545,20.991474
48.749001,-0.575140,0.419605,-0.102376,0.719261,-0.785153,-1.047303,0.121385,6.351073,2.969012,-17.233496,18.604959
48.925999,-0.448241,0.612947,-0.035335,0.760179,0.069352,2.309682,1.220035,6.519154,2.627265,-18.653126,19.933414
49.192001,-0.500318,0.406436,-0.247233,0.690386,0.908598,-1.459296,1.120851,6.182991,3.082927,-18.653126,19.891529
49.369999,-0.505106,0.530343,-0.073045,0.736024,-1.166629,1.653544,0.823300,5.342584,3.424674,-13.447816,14.869947
49.546001,-0.618837,0.272354,0.486029,0.832683,0.061723,2.179980,0.243458,7.023399,2.513350,-17.233496,18.778669
49.722000,-0.464403,0.341790,-0.312478,0.655845,0.565270,-0.063096,-0.687343,5.510665,2.171603,-16.760286,17.776121
49.898998,-0.548803,0.258587,-0.006004,0.606702,-0.502861,0.432822,-0.015946,7.023399,2.513350,-13.447816,15.378193
50.076000,-0.455424,0.555483,-0.147270,0.733254,0.206683,2.591974,0.190051,6.519154,1.715941,-12.028187,13.788441
50.339001,-0.370426,0.408831,-0.184382,0.581682,-0.090868,0.898222,1.136110,6.182991,2.399434,-13.921025,15.420169
50.514999,-0.473980,0.479463,0.410009,0.789082,0.023575,-3.977035,0.418936,6.182991,2.171603,-15.813866,17.117931
50.692001,-0.422502,0.495625,-0.077236,0.655834,0.145647,2.546196,1.204776,6.687236,2.513350,-10.608556,12.789742
50.868000,-0.348278,0.538124,-0.259204,0.691420,-0.830930,2.126574,0.563897,6.014910,2.513350,-12.501396,14.098970
51.044998,-0.352468,0.530941,-0.097587,0.644714,1.953841,-0.597162,0.144274,5.846828,2.855096,-13.921025,15.366584
51.221001,-0.317751,0.441154,-0.406455,0.678814,1.427405,3.522774,-0.099870,6.182991,1.488110,-16.760286,17.926268
51.487000,-0.289617,0.719494,-0.247831,0.814230,0.611047,3.103151,1.891432,7.023399,2.969012,-14.394236,16.289173
51.662998,-0.483558,0.472280,-0.033539,0.676758,-0.823300,-1.222782,0.190051,6.519154,2.399434,-16.760286,18.142874
51.839001,-0.436868,0.444746,-0.093397,0.630377,1.435035,1.806134,-0.382162,5.678747,2.741181,-13.447816,14.852811
52.014999,-0.354863,0.483653,-0.146671,0.617544,-1.670176,0.188678,-1.572366,5.342584,2.741181,-16.287075,17.358746
52.192001,-0.566162,0.372317,0.066424,0.680861,0.076982,0.844816,-0.542382,7.359562,2.513350,-15.340656,17.199297
52.369999,-0.335708,0.628510,-0.171811,0.732969,0.244831,2.492790,-0.221942,5.174502,2.855096,-14.867445,15.998999
52.637001,-0.420707,0.583018,-0.330435,0.791259,-1.128481,1.874800,0.731746,6.351073,2.057688,-13.447816,15.013792
52.813999,-0.461410,0.570448,0.013150,0.733814,0.740749,-1.764477,0.296864,7.863807,3.766421,-16.760286,18.892660
52.990002,-0.456621,0.500414,-0.008399,0.677486,0.725490,1.218662,1.151369,6.014910,0.235038,-8.715716,10.592360
53.167999,-0.479966,0.541716,-0.090404,0.729381,-1.014038,-0.787899,1.464179,7.863807,0.348954,-11.081766,13.592895
53.344002,-0.360848,0.640482,-0.277760,0.785862,-0.098497,-0.978637,0.518120,6.687236,0.235038,-10.608556,12.542561
53.520000,-0.481762,0.511787,0.116106,0.712391,0.641566,-2.786831,0.533379,7.863807,-0.790202,-7.296087,10.756243
53.784000,-0.473382,0.544709,-0.211916,0.752134,-1.441291,0.707485,1.853284,6.519154,-1.018033,-13.921025,15.405541
54.377998,-0.501515,0.581821,-0.335224,0.838098,-1.548104,5.521706,2.318684,7.695725,-1.815442,-8.715716,11.767911
54.554001,-0.318349,0.652453,-0.299309,0.785256,-1.319219,1.279698,1.677806,7.695725,0.235038,-13.447816,15.495909
54.730000,-0.462607,0.551892,0.063431,0.722920,-1.426032,-0.429312,-0.282979,6.351073,0.235038,-9.662137,11.564959
54.908001,-0.400953,0.436365,-0.001216,0.592604,1.190890,-1.596628,-2.068284,6.182991,0.121123,-12.028187,13.524841
55.084000,-0.451833,0.399852,0.241210,0.649782,0.427939,-2.786831,0.914855,7.527644,0.576785,-11.081766,13.409088
55.261002,-0.532043,0.311861,0.158605,0.636775,1.900435,0.669337,0.418936,6.855317,0.121123,-11.081766,13.031331
55.527000,-0.548204,0.419605,0.187936,0.715483,2.495537,-3.641336,-1.137484,8.031888,0.462870,-9.662137,12.573081
55.702999,-0.379404,0.445943,0.249590,0.636481,-0.266346,-1.123598,0.266346,7.695725,0.235038,-8.715716,11.629409
55.879002,-0.497325,0.412422,0.102339,0.654139,-0.319753,1.981613,0.602045,6.855317,0.804616,-7.296087,10.043688
56.056000,-0.399158,0.509991,-0.308886,0.717515,-0.586786,2.195239,0.815671,7.695725,0.007207,-11.554976,13.883144
56.231998,-0.388982,0.566856,-0.274767,0.740358,-1.441291,1.165255,0.701228,7.695725,-1.131948,-7.769296,10.993974
56.409000,-0.484156,0.524357,-0.196952,0.740370,1.595254,-2.939421,-0.786526,11.729681,-7.055557,-3.983617,14.256069
56.675999,-0.455424,0.600975,-0.032941,0.754763,-0.441825,0.028458,0.609674,9.544622,-7.169473,1.221693,11.999738
56.853001,-0.398559,0.542913,-0.005406,0.673523,1.206149,-1.184634,0.144274,8.031888,-7.055557,0.748483,10.716918
57.030998,-0.454826,0.509991,-0.006603,0.683374,0.801785,-0.322499,-0.359274,8.872296,-7.852966,2.168113,12.045224
57.208000,-0.459016,0.559673,-0.017377,0.724038,0.313497,-0.902342,0.350271,9.712704,-7.283389,0.748483,12.163248
57.386002,-0.292012,0.708121,-0.486066,0.907175,1.389258,1.577249,-0.374533,9.544622,-6.941641,-0.671147,11.821026
57.563000,-0.395566,0.581222,-0.062870,0.705864,1.030671,-2.985198,-0.145647,8.872296,-7.625135,1.221693,11.762350
57.830002,-0.397362,0.591398,-0.036532,0.713430,0.527123,-1.230411,-0.046464,10.048866,-6.827726,0.748483,12.172008
58.006001,-0.492536,0.471682,-0.120932,0.692604,0.153277,0.020829,0.006943,9.040378,-7.283389,-0.197937,11.611001
58.181999,-0.460811,0.582419,-0.136495,0.755109,0.054093,-0.093614,0.479972,9.712704,-7.283389,2.641322,12.424208
58.358002,-0.414721,0.504005,0.014347,0.652856,0.176165,-0.253834,-0.237201,10.553111,-7.169473,2.168113,12.941029
58.534000,-0.475177,0.462703,0.064030,0.666324,0.878080,-0.665827,-0.382162,9.712704,-7.283389,-0.197937,12.141810
58.709999,-0.452431,0.577631,0.028713,0.734286,-1.937209,1.340734,1.220035,8.704214,-7.511220,5.480582,12.736505
58.978001,-0.501515,0.422000,0.146634,0.671642,0.725490,-1.924697,-0.588159,9.880785,-7.397304,5.953792,13.703929
59.154999,-0.480565,0.436964,0.085578,0.655136,1.038300,-1.535591,-0.382162,10.385030,-6.372064,13.998362,18.558184
59.331001,-0.453030,0.448936,0.122690,0.649486,-0.670710,0.722744,0.342641,10.553111,-7.169473,10.685892,16.642050
59.507000,-0.484755,0.441753,-0.086813,0.661566,0.649195,0.768521,0.792782,10.048866,-7.283389,10.212682,16.072533
59.682999,-0.420707,0.465696,-0.004209,0.627602,-0.685969,1.836652,0.670710,10.889275,-7.852966,9.739471,16.586220
59.860001,-0.396165,0.621327,-0.034736,0.737699,-1.715953,1.394140,1.044556,9.880785,-5.346824,8.793052,14.266611
60.125999,-0.352468,0.370522,-0.043715,0.513255,2.709163,-0.063096,-0.130388,10.553111,-3.752006,15.417992,19.056761
60.304001,-0.453628,0.281333,0.131071,0.549642,-0.380789,1.829023,0.052720,10.553111,-2.840682,19.203671,22.095669
60.480999,-0.500318,0.495625,-0.088609,0.709798,-3.211337,-1.383001,1.967727,12.402008,-3.638091,21.569721,25.145544
60.659000,-0.453628,0.476470,0.093360,0.664469,0.305867,-1.932326,0.235828,11.729681,-3.638091,20.623301,24.002951
60.835999,-0.423699,0.329220,0.034101,0.537652,-3.165560,3.850843,0.563897,12.402008,-2.726766,22.516140,25.849983
61.014000,-0.377609,0.637489,-0.055088,0.742977,1.282444,-1.352483,-0.748379,10.889275,-3.068513,19.203671,22.288406
61.278999,-0.458417,0.511188,-0.050898,0.688513,-0.167163,-1.909437,0.716487,13.074334,-2.043273,24.408979,27.765291
61.456001,-0.591302,0.594989,0.076001,0.842275,0.794156,-1.276188,0.205310,13.746660,1.146363,22.516140,26.405706
61.633999,-0.551197,0.584814,-0.092799,0.808973,-0.205310,-2.275654,1.021668,11.729681,9.803945,26.301821,30.421843
61.811001,-0.465002,0.582419,0.135859,0.757559,-0.090868,-3.854963,0.342641,11.729681,10.715269,28.194660,32.362652
61.988998,-0.453030,0.850583,-0.263993,0.999210,0.199054,0.432822,0.754635,12.570089,9.917861,32.453552,36.188454
62.166000,-0.654752,0.300488,0.210083,0.750418,-1.471809,3.682994,1.845655,13.746660,10.487438,35.766018,39.726124
62.436001,-0.570950,0.629707,-0.263993,0.890060,-1.082704,3.263371,1.830396,12.906253,11.968342,36.239227,40.287643
62.612000,-0.740947,0.283129,0.120296,0.802269,2.396353,-0.314870,0.464713,11.225437,10.145692,32.453552,35.807522
62.790001,-0.486550,0.427387,0.188534,0.674489,-0.701228,-1.039673,0.060349,12.233927,11.057016,35.292809,38.955215
62.966000,-0.433277,0.393268,-0.030546,0.585936,-0.953002,0.058976,0.075608,9.712704,10.943101,27.248241,30.928219
63.141998,-0.369827,0.240031,-0.094594,0.450927,2.121691,-7.852827,-4.059586,9.880785,36.574100,21.096510,43.363087
63.318001,-0.420108,0.584814,-0.059877,0.722553,6.241626,-4.678950,-2.518425,11.057355,36.460186,28.194660,47.397778
63.584999,-0.160324,0.909244,0.041882,0.924220,3.021973,-6.571068,-2.800717,9.712704,16.183216,23.462561,30.111872
63.762001,-0.506304,0.335804,0.535711,0.809996,3.006714,-7.738383,-4.830167,10.721192,12.082255,24.408979,29.269833
63.938999,-0.220781,0.837415,0.032305,0.866632,3.205081,-9.462653,-4.700465,9.208459,13.335328,25.828609,30.491699
64.114998,-0.366834,0.583616,0.089170,0.695073,3.273746,-11.095368,-4.372396,12.065845,15.271893,31.980339,37.437378
64.291000,-0.321342,0.843401,0.491416,1.027655,1.946212,-10.057755,-2.991455,12.402008,18.917191,46.176640,51.419373
64.468002,-0.646970,0.298692,0.654829,0.967775,4.769131,-8.508965,-3.823072,12.233927,19.714598,47.596268,52.950344
64.735001,-0.350074,0.378303,-0.632719,0.816087,5.791485,-4.472953,-3.227970,13.914742,14.474483,58.006886,61.383461
64.913002,-0.283632,0.695551,0.191527,0.775191,3.525521,-7.120393,-3.731517,13.746660,16.638878,51.855156,56.167427
65.088997,-0.983373,-0.800303,0.629090,1.415366,0.633936,-4.526360,-2.167468,12.738172,19.372852,49.962315,55.079952
65.265999,-0.438664,0.445943,0.418988,0.752889,-2.990082,7.284122,4.714351,14.923231,16.752794,65.578247,69.309921
65.444000,-0.326131,1.069664,-0.325048,1.164559,-4.958495,1.478065,2.585717,18.116781,20.512009,80.247757,84.785980
65.621002,-0.700842,-0.520167,0.550676,1.031987,1.061189,-1.634775,-1.190890,18.116781,18.461527,106.747513,109.836594
65.888000,-0.244125,0.691960,0.190330,0.758044,1.106966,-5.823377,-1.618143,9.208459,-8.080797,10.685892,16.256792
66.066002,-0.407538,0.300488,0.058044,0.509656,2.922789,-1.184634,-2.541314,10.048866,-9.333869,7.373422,15.571389
66.241997,-0.406341,0.451929,-0.034736,0.608735,0.138018,0.654078,-0.244831,10.553111,-8.536459,2.168113,13.745544
66.417999,-0.372221,0.505202,0.111916,0.637419,-0.533379,-0.269093,0.167163,10.216949,-9.675615,1.221693,14.124310
66.595001,-0.387186,0.536328,-0.129911,0.674120,0.786526,-0.642939,-0.138018,11.729681,-9.561699,1.694903,15.227744
66.772003,-0.348877,0.487843,0.026319,0.600332,1.473182,-0.765011,-0.756008,9.712704,-8.422544,2.641322,13.124497
66.948997,-0.503311,0.272354,-0.026955,0.572909,1.450294,-3.084382,0.266346,8.872296,-8.308628,1.221693,12.216525
67.214996,-0.304582,0.426788,0.231632,0.573212,4.456321,0.554894,-0.405051,9.208459,-8.764291,8.793052,15.457240
67.391998,-0.454227,0.281932,0.268744,0.598357,-1.227665,11.793163,2.150835,8.704214,-8.194713,7.373422,14.045783
67.568001,0.194036,0.165807,0.198112,0.323095,1.961471,-1.352483,-0.092241,7.023399,-8.194713,11.159101,15.524400
67.744003,0.064743,-0.006584,0.213076,0.222792,-17.013123,-2.756313,15.861065,9.040378,-7.283389,9.266262,14.853949
67.919998,0.708816,0.099364,0.390256,0.815226,-36.788815,12.128862,11.130769,5.846828,-7.625135,5.953792,11.303793
68.097000,0.363434,1.258816,0.378883,1.363911,13.810101,-8.714961,-13.329442,6.014910,-10.473023,4.534163,12.900464
68.362000,0.786631,1.128325,-0.868560,1.626746,-13.274661,25.861980,-0.588159,5.174502,-8.308628,2.168113,10.025442
68.539001,1.129618,0.471682,-0.325647,1.266715,13.092927,-9.996718,24.963072,3.661768,-11.156517,6.427002,13.385917
68.716003,1.750347,0.642277,-0.490256,1.927845,-143.380707,11.434577,42.228657,1.308627,-4.321584,17.784040,18.348316
68.892998,0.268260,-1.023573,-0.197550,1.076426,-4.767757,-0.208057,-1.778363,5.678747,-5.460740,1.694903,8.058569
69.070000,-0.114233,0.275946,0.612330,0.681280,3.517891,1.478065,4.218433,5.174502,-4.663331,1.221693,7.072104
69.247002,-0.010080,-0.006584,-0.087411,0.088237,-0.159533,-0.078355,0.228199,6.519154,-8.080797,8.793052,13.605749
69.515999,0.072524,-0.033521,-0.103573,0.130808,0.145647,-0.085985,0.304494,5.846828,-8.308628,6.900212,12.281352
69.692001,0.033616,-0.021549,-0.066461,0.077534,-0.006943,-0.101244,0.487602,6.182991,-8.308628,8.793052,13.586039
69.867996,0.009075,-0.049084,-0.073644,0.088966,0.015946,-0.055466,0.418936,6.014910,-7.739050,7.373422,12.265373
70.044998,0.030623,-0.033521,-0.039525,0.060197,0.076982,-0.055466,0.365530,6.182991,-8.536459,6.900212,12.598152
70.223000,-0.008284,-0.031725,-0.089207,0.095042,-0.022202,-0.139391,0.434195,6.182991,-8.764291,9.739471,14.487908
70.399002,-0.011277,-0.043696,-0.092200,0.102652,0.023575,-0.078355,0.418936,5.678747,-9.561699,11.159101,15.754358
70.665001,0.006680,-0.046689,-0.049701,0.068518,0.046464,-0.154650,0.319753,7.023399,-7.966882,9.266262,14.094785
70.841003,-0.011277,-0.028133,-0.092200,0.097054,0.046464,-0.093614,0.357900,5.510665,-8.308628,5.953792,11.612423
71.016998,0.021645,-0.027535,-0.036532,0.050609,-0.029831,-0.009689,0.411307,5.510665,-8.308628,5.953792,11.612423
71.193001,0.009075,-0.064048,-0.053292,0.083813,0.008316,-0.070725,0.487602,5.846828,-8.764291,13.525151,17.144325
71.369003,0.025236,-0.052077,-0.065863,0.087674,0.023575,0.013199,0.396048,5.678747,-7.739050,9.266262,13.341840
71.545998,0.018053,-0.017957,-0.054489,0.060146,0.031205,-0.063096,0.403677,7.191480,-9.219953,11.632311,16.493502
