time(s),accelX(m/s^2),accelY(m/s^2),accelZ(m/s^2),accelMagnitude(m/s^2),gyroX(deg/s),gyroY(deg/s),gyroZ(deg/s),magX(uT),magY(uT),magZ(uT),magMagnitude(uT)
2.808000,-0.114233,-0.046689,-0.033539,0.127883,-0.067979,-0.055466,0.098497,5.342584,-6.372064,-3.983617,9.220390
2.942000,-0.061558,-0.008979,-0.158643,0.170404,-0.396048,-0.108873,0.830930,7.023399,-6.599895,-5.876457,11.288024
3.167000,0.077911,-0.042499,0.223851,0.240802,0.038834,-0.124132,0.464713,5.006421,-5.460740,-3.037197,8.006778
3.301000,0.026433,0.095174,-0.115545,0.152011,0.015946,-0.192798,0.296864,5.510665,-6.258148,-3.510407,9.047364
3.435000,0.080904,0.040704,0.007164,0.090849,-0.060349,-0.108873,0.373159,5.342584,-6.144233,-3.037197,8.690187
3.570000,0.039004,0.038908,-0.015582,0.057253,-0.090868,-0.040207,0.388418,5.846828,-6.485980,-6.349667,10.796833
3.704000,0.047384,0.033521,-0.053292,0.078797,0.160906,0.013199,0.350271,5.174502,-7.169473,-3.510407,9.513137
3.838000,-0.013073,-0.059260,-0.157445,0.168735,-0.083238,-0.093614,0.418936,5.342584,-6.144233,-3.037197,8.690187
4.062000,0.015060,-0.013767,0.002974,0.020620,0.168536,-0.047837,0.350271,7.191480,-7.397304,-2.563987,10.630688
4.196000,0.006680,0.058661,-0.120932,0.134574,-0.014572,-0.085985,0.327382,6.351073,-6.599895,-2.090777,9.395003
4.330000,0.028828,0.013767,-0.056285,0.064719,0.046464,-0.009689,0.350271,5.510665,-5.802486,-6.349667,10.215407
4.463000,0.006680,0.047886,-0.087411,0.099892,-0.052720,-0.078355,0.357900,5.510665,-6.030317,-4.456827,9.305668
4.597000,0.034814,0.032323,-0.064067,0.079758,0.076982,-0.063096,0.396048,4.838339,-6.258148,-6.349667,10.143579
4.731000,0.021046,0.020950,-0.057482,0.064700,-0.029831,-0.101244,0.396048,5.174502,-6.258148,-5.403247,9.753716
4.957000,0.030025,0.000000,-0.035335,0.046369,0.107500,-0.108873,0.350271,5.342584,-6.599895,-2.090777,8.744893
5.092000,0.010870,0.035915,-0.034138,0.050729,0.008316,-0.024948,0.464713,5.678747,-6.372064,-5.876457,10.362631
5.226000,0.024638,0.010176,-0.062271,0.067737,0.046464,-0.093614,0.373159,6.855317,-6.713810,-5.403247,11.012071
5.360000,0.016258,0.025739,-0.055088,0.062940,-0.067979,-0.101244,0.403677,5.678747,-6.144233,-2.090777,8.623868
5.494000,0.020448,0.025739,-0.065863,0.073610,0.046464,-0.093614,0.388418,4.166013,-6.485980,-5.403247,9.413750
5.629000,0.034814,0.019753,-0.079031,0.088590,-0.006943,-0.032578,0.380789,4.838339,-5.802486,-2.563987,7.978246
5.853000,0.071327,0.013767,-0.056884,0.092265,0.038834,-0.070725,0.418936,5.342584,-5.916401,-1.144357,8.053357
5.987000,0.001293,0.040704,-0.050898,0.065185,0.008316,-0.085985,0.411307,5.006421,-6.372064,-7.769296,11.226282
6.121000,0.076714,0.015563,-0.073644,0.107474,0.084611,0.005570,0.365530,6.351073,-6.599895,-6.822877,11.421312
6.255000,-0.004693,0.050281,-0.081426,0.095814,0.061723,-0.085985,0.426566,5.678747,-6.144233,-3.983617,9.266550
6.389000,0.025835,0.059260,-0.002413,0.064691,0.099870,-0.047837,0.441825,5.510665,-6.030317,1.221693,8.259823
6.522000,0.016258,0.047288,-0.047307,0.068836,0.015946,-0.040207,0.487602,7.023399,-6.827726,-5.876457,11.422728
6.748000,0.028828,-0.000599,-0.034736,0.045144,0.000687,-0.047837,0.434195,6.351073,-6.372064,-5.876457,10.745793
6.883000,0.007279,0.047886,-0.067658,0.083209,-0.006943,-0.124132,0.312123,4.838339,-5.802486,-2.563987,7.978246
7.017000,0.036011,0.009577,-0.052694,0.064538,-0.006943,0.058976,0.403677,6.182991,-6.485980,-1.617567,9.105703
7.151000,0.002490,0.014965,-0.113749,0.114756,0.237201,0.074235,0.335012,5.510665,-5.802486,-3.510407,8.738378
7.285000,0.092277,0.033521,-0.085616,0.130264,0.015946,0.020829,0.380789,6.014910,-5.916401,1.694903,8.605558
7.418000,0.062348,0.031126,-0.104770,0.125829,0.008316,-0.078355,0.281605,4.838339,-5.802486,-4.456827,8.771641
7.644000,0.016258,0.011972,-0.079630,0.082150,0.054093,-0.063096,0.418936,6.351073,-6.599895,-3.983617,9.988190
7.779000,0.034814,0.012570,-0.058081,0.068872,0.023575,-0.047837,0.396048,5.510665,-6.485980,-1.617567,8.663249
7.914000,0.015659,0.018556,-0.041919,0.048443,0.000687,-0.063096,0.434195,6.182991,-6.485980,-4.456827,10.008027
8.048000,-0.001101,0.018556,-0.054489,0.057573,-0.006943,-0.139391,0.373159,6.519154,-6.713810,-4.456827,10.365227
8.182000,0.012666,0.023943,-0.060475,0.066264,-0.014572,-0.085985,0.365530,6.687236,-5.916401,-5.876457,10.689045
8.316000,0.036011,0.013169,-0.070651,0.080385,-0.098497,-0.085985,0.426566,6.014910,-6.827726,-3.983617,9.933085
8.542000,0.016258,0.031126,-0.051497,0.062330,0.023575,-0.070725,0.365530,6.014910,-5.688571,-1.144357,8.357544
8.677000,0.039004,0.018556,-0.059877,0.073830,0.031205,-0.124132,0.388418,6.014910,-6.372064,-3.037197,9.273991
8.811000,0.025835,0.022746,-0.067060,0.075378,0.038834,-0.078355,0.380789,6.182991,-6.713810,-9.188927,12.951487
8.945000,0.025236,0.028133,-0.067658,0.077498,-0.006943,-0.032578,0.342641,4.334095,-6.599895,-2.090777,8.167884
9.079000,0.025835,0.013767,-0.065863,0.072075,0.008316,-0.063096,0.411307,6.351073,-5.916401,-2.090777,8.928118
9.213000,0.024638,0.025140,-0.076038,0.083791,0.015946,-0.085985,0.373159,7.023399,-5.916401,-2.090777,9.418242
9.438000,0.010272,0.023943,-0.051497,0.057712,0.015946,-0.017319,0.388418,6.014910,-5.916401,-4.930037,9.771807
9.572000,0.027032,0.025739,-0.078433,0.086861,0.038834,-0.070725,0.396048,4.670258,-6.827726,-3.983617,9.181413
9.706000,0.028828,0.013767,-0.055088,0.063681,0.092241,-0.055466,0.418936,6.855317,-5.802486,-6.349667,10.999204
9.840000,0.037208,0.013767,-0.089806,0.098179,-0.029831,-0.093614,0.403677,5.678747,-6.144233,-3.983617,9.266550
9.974000,0.010870,0.009577,-0.085616,0.086833,0.031205,-0.078355,0.373159,6.182991,-5.574655,-7.296087,11.069736
10.108000,0.024638,0.013767,-0.058081,0.064575,-0.052720,-0.032578,0.396048,4.502176,-6.258148,-0.671147,7.738504
10.243000,0.022842,0.028133,-0.077834,0.085857,-0.006943,-0.063096,0.418936,5.846828,-6.030317,-3.510407,9.103465
10.470000,0.027631,0.038908,-0.061672,0.077979,-0.006943,0.005570,0.479972,6.519154,-6.258148,-10.135346,13.578993
10.604000,-0.001101,0.021549,-0.070053,0.073300,0.069352,-0.093614,0.312123,6.351073,-5.688571,-2.090777,8.778799
10.738000,0.044989,0.028732,-0.068257,0.086652,0.015946,-0.055466,0.434195,6.014910,-6.599895,-7.769296,11.836372
10.872000,0.011469,0.025739,-0.090404,0.094694,0.023575,-0.032578,0.396048,4.838339,-6.713810,-3.510407,8.989312
11.006000,0.045588,0.031126,-0.066461,0.086396,0.107500,-0.078355,0.350271,5.006421,-6.144233,-4.930037,9.333869
11.140000,0.053968,0.035915,-0.076038,0.099921,0.076982,-0.047837,0.441825,4.670258,-5.688571,-4.930037,8.858691
11.365000,0.016258,0.002993,-0.073644,0.075477,0.023575,-0.055466,0.373159,5.678747,-5.916401,-0.197937,8.203118
11.499000,0.024039,0.005986,-0.067658,0.072051,0.015946,-0.093614,0.319753,6.855317,-6.258148,-1.617567,9.422118
11.633000,0.027032,0.008979,-0.097587,0.101659,0.023575,-0.032578,0.418936,7.359562,-6.599895,-2.090777,10.104114
11.767000,0.021645,0.000599,-0.065863,0.069331,0.069352,-0.063096,0.312123,5.174502,-6.941641,-5.403247,10.205730
11.901000,0.055764,0.018556,-0.058680,0.083050,0.054093,-0.101244,0.403677,7.023399,-6.372064,-3.983617,10.285939
12.035000,0.024039,0.020950,-0.049102,0.058548,0.076982,-0.108873,0.373159,5.846828,-6.941641,-0.671147,9.100672
12.261000,0.020448,0.009577,-0.086214,0.089122,0.054093,-0.032578,0.365530,5.678747,-6.827726,-3.037197,9.385657
12.395000,0.043792,0.020950,-0.091003,0.103142,-0.022202,-0.078355,0.357900,6.855317,-6.713810,-7.296087,12.054191
12.529000,0.030623,0.017957,-0.068257,0.076937,-0.014572,-0.070725,0.396048,6.014910,-5.916401,-1.144357,8.514253
12.663000,0.014462,0.010774,-0.093397,0.095122,0.015946,-0.070725,0.388418,6.182991,-5.346824,-0.671147,8.201728
12.797000,0.038405,0.007782,-0.082024,0.090904,0.023575,-0.070725,0.388418,5.342584,-5.916401,-3.983617,8.911577
12.931000,0.025835,0.004789,-0.062271,0.067587,0.054093,-0.032578,0.388418,5.678747,-6.372064,-5.876457,10.362631
13.156000,0.034814,0.017359,-0.077236,0.086479,-0.022202,-0.047837,0.312123,5.846828,-5.574655,-3.510407,8.808243
13.290000,0.045588,0.035316,-0.062870,0.085312,-0.014572,-0.055466,0.396048,6.351073,-5.916401,-3.983617,9.550347
13.424000,0.027032,0.019155,-0.073644,0.080753,0.031205,-0.131762,0.357900,4.838339,-6.030317,-2.563987,8.145445
13.558000,0.021645,0.024542,-0.049102,0.059007,-0.022202,-0.124132,0.357900,4.670258,-6.144233,-6.822877,10.301191
13.692000,0.016856,0.007183,-0.062870,0.065485,0.000687,-0.063096,0.411307,5.846828,-6.030317,-8.242507,11.768137
13.826000,0.010870,0.029330,-0.072447,0.078911,-0.037461,-0.093614,0.396048,5.006421,-6.599895,-2.090777,8.543665
14.048000,0.029426,0.016162,-0.058680,0.067605,0.015946,-0.047837,0.411307,4.166013,-5.574655,-2.563987,7.416635
14.182000,0.042595,0.005387,-0.076637,0.087844,0.008316,-0.085985,0.350271,5.174502,-6.258148,-7.296087,10.916629
14.316000,0.016258,0.011373,-0.081426,0.083808,-0.533379,-0.147021,0.373159,6.182991,-6.713810,-8.242507,12.298112
14.450000,0.028828,0.041302,-0.052095,0.072462,-0.762264,-0.246204,0.312123,6.014910,-6.599895,-3.983617,9.777881
14.584000,0.058757,0.070034,-0.055687,0.107043,-0.586786,-0.154650,-0.000687,5.510665,-5.574655,-4.456827,9.017068
14.718000,-0.096874,0.025739,-0.081426,0.129140,-0.098497,0.036088,-2.030137,6.687236,-5.232908,-3.983617,9.379321
14.947000,0.257486,-0.275347,-0.058680,0.381521,-0.220569,-0.269093,14.228351,5.006421,-6.599895,-7.769296,11.357149
15.081000,-0.121416,0.257988,-0.084419,0.297366,0.023575,-0.047837,2.639124,6.014910,-6.827726,-6.822877,11.373154
15.215000,0.010870,0.051478,-0.054489,0.075745,-0.594415,-0.215686,0.258717,4.334095,-6.599895,-8.715716,11.760387
15.349000,0.275443,0.617736,-0.073045,0.680295,-0.487602,-0.101244,4.515984,5.678747,-6.827726,-6.822877,11.199002
15.484000,0.018053,0.111336,-0.080228,0.138413,-0.373159,-0.269093,8.223926,6.855317,-6.485980,-3.510407,10.069075
15.618000,-0.289617,-0.604567,-0.107763,0.678964,0.351644,0.112383,-6.142443,3.829850,-6.258148,-7.296087,10.347224
15.846000,-0.070537,-0.098167,0.031706,0.124970,0.344015,-0.002060,1.570992,5.846828,-6.485980,-0.671147,8.758069
15.980000,0.047982,0.067640,-0.093397,0.124902,0.130388,0.028458,1.456550,6.351073,-6.599895,-3.983617,9.988190
16.113001,0.025835,0.023943,-0.053891,0.064381,0.023575,-0.047837,0.510491,5.174502,-6.258148,-6.349667,10.308160
16.247000,0.023441,0.043098,-0.075440,0.089989,-0.472343,-0.147021,0.472343,5.510665,-6.258148,-2.563987,8.723868
16.381001,-0.036418,-0.052077,-0.057482,0.085688,-0.876707,-0.085985,-2.182727,3.997931,-7.511220,-4.930037,9.833979
16.514999,0.004286,0.031725,-0.106566,0.111271,0.550011,-0.024948,-0.023575,5.678747,-6.372064,-4.930037,9.856807
16.742001,0.390969,0.769176,-0.152058,0.876134,1.663920,0.440452,-20.882658,5.510665,-6.713810,-5.403247,10.229259
16.877001,0.137769,-0.829633,-0.149065,0.854103,2.426871,0.188678,20.774471,6.351073,-5.916401,-1.144357,8.754970
17.011000,0.030623,0.278340,-0.075440,0.290004,0.168536,-0.177539,5.469672,5.678747,-6.827726,-3.037197,9.385657
17.145000,-0.087297,-0.517772,-0.090404,0.532806,0.290608,-0.116503,2.883268,5.510665,-6.485980,-3.510407,9.206429
17.278999,0.004286,0.019155,-0.089806,0.091926,0.061723,0.020829,-0.694972,5.678747,-6.599895,-3.983617,9.574758
17.414000,0.033018,0.014965,-0.064665,0.074133,0.382162,0.043717,0.327382,6.182991,-7.397304,-1.617567,9.775787
17.639999,0.059355,0.004789,-0.055088,0.081121,0.046464,0.013199,0.373159,6.687236,-6.372064,-4.930037,10.470320
17.774000,0.054567,0.031725,-0.102975,0.120780,0.000687,-0.032578,0.426566,6.014910,-5.916401,-3.037197,8.967024
17.908001,0.039602,0.019753,-0.079031,0.090579,0.061723,-0.009689,0.335012,6.182991,-6.713810,-4.456827,10.157162
18.042000,0.043792,0.020950,-0.071848,0.086711,-0.045090,-0.024948,0.342641,5.846828,-7.397304,-5.403247,10.867409
18.176001,0.049179,0.031126,-0.049701,0.076535,0.069352,-0.078355,0.357900,5.006421,-7.055557,-1.144357,8.726665
18.309999,0.039004,0.020950,-0.070651,0.083377,0.008316,-0.078355,0.373159,6.182991,-6.713810,-3.510407,9.778936
18.444000,-0.024446,0.060457,-0.111355,0.129044,-0.106127,-0.108873,0.327382,7.527644,-6.941641,-2.563987,10.555843
18.666000,0.019849,0.014366,-0.076038,0.079889,-0.052720,-0.063096,0.472343,5.678747,-7.055557,-2.090777,9.295181
18.799999,0.039004,0.017359,-0.048504,0.064616,-0.022202,-0.078355,0.342641,5.678747,-7.055557,-3.983617,9.894355
18.934000,-0.005890,-0.017359,-0.027553,0.033094,0.000687,-0.108873,0.380789,6.014910,-7.055557,-2.090777,9.504282
19.068001,0.011469,0.041901,-0.047307,0.064227,-0.045090,-0.063096,0.571527,6.855317,-6.713810,-1.617567,9.730732
19.202000,0.024638,-0.028732,-0.055088,0.066837,0.099870,-0.085985,0.434195,6.351073,-6.372064,-5.876457,10.745793
19.336000,0.000694,0.007782,-0.287936,0.288042,-0.136645,-0.101244,0.502861,7.863807,-7.397304,-7.296087,13.030443
19.562000,-0.046593,0.019753,-0.095193,0.107809,0.069352,0.020829,0.533379,7.023399,-7.283389,-5.876457,11.700795
19.695999,-0.025643,0.008979,-0.024560,0.036625,0.115129,-0.147021,0.472343,5.846828,-6.941641,-6.349667,11.076554
19.830000,0.037806,-0.088590,-0.080228,0.125356,-0.090868,-0.085985,0.518120,7.359562,-6.372064,-3.983617,10.518344
19.964001,-0.062157,0.093379,-0.120333,0.164509,-0.052720,-0.147021,0.373159,6.519154,-8.080797,-5.403247,11.704432
20.098000,0.074320,-0.009577,-0.044314,0.087057,0.328756,-0.047837,0.472343,6.182991,-7.169473,-4.456827,10.463940
20.232000,0.044391,-0.129293,-0.015582,0.137587,-0.174792,-0.017319,0.235828,6.351073,-6.144233,-5.876457,10.612279
20.461000,-0.096874,-0.047886,0.046671,0.117711,0.496605,0.020829,0.655451,6.519154,-6.258148,-9.188927,12.887985
20.594999,0.106643,-0.095773,-0.013187,0.143941,-0.518120,-0.108873,0.449454,6.014910,-6.599895,-5.876457,10.689738
20.729000,-0.012474,0.262777,-0.145474,0.300616,-0.098497,0.020829,0.266346,6.687236,-6.827726,-6.822877,11.742599
20.863001,0.088686,-0.186159,0.016143,0.206835,0.405051,-0.047837,0.251087,7.023399,-7.283389,-11.554976,15.358820
20.997000,-0.045995,0.109540,-0.091601,0.150018,-0.396048,-0.101244,0.617304,6.351073,-7.055557,-5.876457,11.164665
21.131001,-0.016664,0.004190,-0.079031,0.080878,0.366903,-0.154650,0.327382,5.846828,-7.397304,-5.403247,10.867409
21.356001,-0.078318,0.111336,-0.144875,0.198792,-0.312123,-0.131762,0.487602,7.527644,-6.485980,-5.403247,11.310545
21.490999,0.024638,-0.045492,-0.040722,0.065840,0.336385,-0.009689,0.380789,7.191480,-6.713810,-9.188927,13.462132
21.625000,0.057560,-0.020950,-0.053292,0.081192,-0.136645,-0.147021,0.518120,7.695725,-6.599895,-6.822877,12.220248
21.759001,0.077313,0.034119,-0.070053,0.109767,0.084611,-0.040207,0.197681,5.678747,-7.283389,-6.822877,11.482490
21.893999,0.016856,-0.020352,-0.038328,0.046555,-0.067979,-0.024948,0.434195,7.023399,-7.283389,-8.715716,13.354384
22.028000,0.055165,0.041901,-0.064067,0.094358,0.015946,-0.047837,0.357900,7.863807,-6.941641,-5.403247,11.799192
22.250999,0.066538,0.074224,-0.228677,0.249458,-0.167163,0.013199,0.464713,7.023399,-6.599895,-7.769296,12.379366
22.385000,-0.025643,0.028133,-0.129312,0.134799,0.061723,-0.002060,0.434195,8.031888,-6.599895,-6.822877,12.434689
22.518999,0.010870,-0.012570,-0.065863,0.067927,-0.045090,-0.093614,0.312123,7.695725,-7.055557,-3.037197,10.873345
22.653000,0.041398,0.035316,-0.064067,0.084057,0.054093,0.043717,0.457084,7.695725,-6.372064,-8.715716,13.258624
22.787001,0.022842,-0.045492,-0.105369,0.117021,-0.006943,-0.078355,0.357900,6.855317,-6.030317,-5.403247,10.609202
22.921000,0.051574,0.030528,-0.019173,0.062924,-0.006943,-0.047837,0.411307,8.704214,-6.599895,-8.715716,13.974464
23.145000,0.060553,0.028732,-0.097587,0.118387,-0.022202,-0.047837,0.472343,8.199969,-6.030317,-6.349667,11.996770
23.280001,0.001293,0.031126,-0.086214,0.091670,0.099870,-0.055466,0.388418,6.182991,-6.258148,-6.349667,10.849519
23.415001,0.083299,0.013767,-0.059278,0.103161,-0.014572,-0.169909,0.388418,7.191480,-6.258148,-6.349667,11.454260
23.549999,-0.005291,0.061055,-0.102975,0.119831,0.191424,-0.032578,0.464713,6.687236,-5.688571,-5.876457,10.564644
23.684000,0.051574,-0.026338,-0.091003,0.107866,0.054093,-0.169909,0.273976,7.527644,-6.713810,-5.403247,11.442716
23.818001,0.090482,0.050879,-0.074841,0.127972,-0.014572,-0.002060,0.502861,6.014910,-5.916401,-3.983617,9.330174
24.042000,0.085094,-0.000599,-0.067060,0.108344,0.008316,-0.002060,0.472343,7.527644,-6.485980,-2.563987,10.261938
24.176001,0.076714,0.014965,-0.071848,0.106166,0.092241,-0.017319,0.365530,5.510665,-6.258148,-4.456827,9.454901
24.309999,0.077313,0.008979,-0.064067,0.100809,-0.037461,-0.063096,0.441825,7.023399,-5.460740,-3.037197,9.400659
24.444000,-0.004693,-0.008380,-0.057482,0.058279,0.092241,-0.017319,0.212940,7.191480,-6.030317,-7.296087,11.887598
24.577999,-0.006489,-0.043098,-0.029948,0.052881,-0.144274,-0.101244,0.380789,5.006421,-6.599895,-6.822877,10.731939
24.712000,-0.011277,-0.029330,-0.030546,0.043824,0.275349,-0.024948,0.205310,5.846828,-5.118993,-5.403247,9.464912
24.937000,0.047384,0.083801,-0.052694,0.109747,-0.037461,-0.032578,0.640192,5.846828,-5.574655,-8.242507,11.541278
25.072001,0.047982,-0.013169,-0.067060,0.083503,0.115129,-0.032578,0.342641,5.510665,-5.346824,-6.349667,9.963645
25.207001,0.089284,0.029929,-0.064067,0.113895,-0.090868,-0.055466,0.479972,5.342584,-5.688571,-3.983617,8.761977
25.341000,0.016258,-0.008380,-0.038328,0.042468,0.076982,-0.032578,0.319753,5.006421,-5.232908,-2.090777,7.537833
25.475000,0.053968,0.017359,-0.052694,0.077398,-0.106127,-0.162280,0.319753,6.014910,-5.688571,-7.769296,11.353455
25.608999,0.035412,0.042499,-0.058081,0.080210,0.237201,0.028458,0.457084,5.510665,-4.891161,-4.456827,8.611282
25.837000,-0.061558,0.014366,-0.096989,0.115769,-0.235828,-0.078355,0.617304,5.846828,-5.574655,-5.403247,9.718912
25.972000,0.027631,-0.002993,-0.033539,0.043558,0.282979,-0.185168,0.144274,4.166013,-5.346824,-7.296087,9.958769
26.106001,0.040201,-0.046689,-0.028750,0.067990,-0.090868,-0.063096,0.693599,6.014910,-5.005077,-4.930037,9.248525
26.240000,0.004885,0.105949,-0.001216,0.106068,0.206683,-0.162280,0.243458,4.838339,-5.802486,-6.349667,9.868974
26.374001,0.118615,-0.073625,-0.035933,0.144158,0.061723,-0.024948,0.502861,5.510665,-5.802486,-0.671147,8.030362
26.507999,-0.052579,0.102956,-0.053891,0.127549,-0.045090,-0.078355,0.396048,6.687236,-6.144233,-3.037197,9.575766
26.643000,0.083299,-0.080210,-0.051497,0.126587,0.160906,-0.017319,0.327382,4.838339,-6.030317,-1.617567,7.898783
26.868000,0.059954,0.018556,-0.044912,0.077175,0.176165,-0.070725,0.342641,6.855317,-4.891161,-4.456827,9.527966
27.002001,0.029426,-0.020352,-0.047307,0.059313,-0.075608,-0.093614,0.457084,5.846828,-5.118993,-4.456827,8.958392
27.136000,0.003089,0.065245,-0.111355,0.129098,0.031205,-0.078355,0.266346,6.182991,-5.802486,-6.349667,10.593229
27.270000,0.133579,-0.019753,-0.063468,0.149204,-0.029831,-0.032578,0.464713,5.846828,-4.891161,-3.510407,8.392366
27.403999,-0.013073,0.042499,-0.177199,0.182692,-0.182422,-0.162280,0.159533,5.510665,-5.574655,-6.349667,10.087739
27.539000,0.084496,0.001197,-0.038328,0.092790,0.069352,-0.024948,0.296864,7.191480,-5.346824,-6.349667,10.982903
27.760000,0.029426,0.028732,-0.104172,0.111996,-0.052720,-0.070725,0.525750,6.014910,-6.372064,-3.983617,9.625567
27.893999,-0.017862,-0.031725,-0.069454,0.078418,0.076982,0.020829,0.403677,6.182991,-5.346824,-1.617567,8.332732
28.028999,0.022243,0.020950,-0.074841,0.080839,-0.014572,-0.078355,0.365530,5.510665,-3.979837,-4.456827,8.128335
28.163000,0.030623,-0.004190,-0.076637,0.082635,0.061723,-0.032578,0.449454,5.174502,-5.118993,-6.349667,9.659081
28.297001,0.038405,0.004190,-0.069454,0.079476,-0.022202,-0.093614,0.380789,7.023399,-5.916401,-3.037197,9.672462
28.431000,0.052172,0.003591,-0.081426,0.096773,0.069352,-0.002060,0.426566,6.351073,-5.005077,-3.037197,8.637794
28.657000,0.038405,0.017957,-0.061074,0.074347,0.000687,-0.040207,0.449454,5.174502,-5.802486,-3.510407,8.530374
28.791000,0.014462,-0.020950,-0.054489,0.060143,0.046464,-0.055466,0.365530,5.678747,-5.916401,-4.930037,9.568555
28.924999,-0.090290,-0.123308,0.004171,0.152887,0.122759,-0.154650,0.197681,4.502176,-5.802486,-5.403247,9.117759
29.059000,-0.155535,-0.044894,-0.002413,0.161903,-0.121386,0.036088,0.830930,5.174502,-4.891161,-2.563987,7.567891
29.193001,-0.151944,-0.065245,-0.047307,0.171993,0.405051,-0.116503,0.693599,6.351073,-5.688571,-3.983617,9.410907
29.327000,0.025236,-0.068238,-0.059877,0.094226,-0.365530,-0.116503,0.785153,6.014910,-5.232908,-3.983617,8.912445
29.552000,0.113228,-0.129293,-0.000019,0.171864,0.069352,-0.139391,0.052720,6.855317,-5.802486,-4.456827,10.026341
29.686001,0.080904,0.132885,-0.086214,0.177867,-0.075608,-0.078355,0.174792,6.855317,-5.802486,-4.456827,10.026341
29.820000,-0.137578,-0.191546,-0.064665,0.244539,0.435569,0.005570,0.273976,6.519154,-5.802486,-1.617567,8.876077
29.954000,-0.072332,0.178976,-0.143678,0.240640,-0.220569,-0.169909,1.113222,6.519154,-5.802486,-0.671147,8.753208
30.087999,0.061151,-0.141265,-0.006004,0.154050,0.504234,0.058976,0.594415,5.678747,-5.005077,-3.037197,8.156196
30.223000,0.115622,0.052077,-0.031145,0.130577,-0.441825,-0.177539,0.426566,6.014910,-5.460740,-2.090777,8.388693
30.445000,0.085094,-0.129892,-0.085616,0.177322,0.023575,-0.185168,0.319753,5.174502,-4.891161,-4.456827,8.400133
30.579000,-0.041805,0.135279,-0.123925,0.188163,-0.243458,-0.047837,0.685969,6.182991,-5.346824,-3.510407,8.896115
30.712999,0.016856,-0.105949,-0.021568,0.109428,0.214313,0.005570,0.205310,6.351073,-5.460740,-2.090777,8.632911
30.847000,0.043792,0.068238,-0.071848,0.108335,-0.312123,-0.055466,0.716487,6.014910,-5.005077,-4.930037,9.248525
30.981001,0.018053,0.035915,-0.064067,0.075633,0.282979,0.020829,0.159533,5.846828,-5.346824,-2.563987,8.327542
31.115999,0.069531,-0.038908,-0.043116,0.090595,-0.174792,-0.063096,0.502861,6.014910,-5.460740,-2.090777,8.388693
31.344000,0.089883,-0.045492,-0.079630,0.128411,0.145647,0.013199,0.266346,5.846828,-4.891161,-3.510407,8.392366
31.478001,0.037806,0.063450,-0.110756,0.133124,-0.075608,-0.116503,0.457084,5.174502,-6.713810,-3.510407,9.174623
31.612000,0.070130,-0.047886,-0.021568,0.087615,0.260090,-0.055466,0.243458,6.182991,-6.030317,-1.617567,8.786958
