time(s),accelX(m/s^2),accelY(m/s^2),accelZ(m/s^2),accelMagnitude(m/s^2),gyroX(deg/s),gyroY(deg/s),gyroZ(deg/s),magX(uT),magY(uT),magZ(uT),magMagnitude(uT)
3.298000,0.036011,1.059488,0.020333,1.060295,-0.022660,0.035248,-0.051347,10.102745,-15.182458,16.077606,24.311764
3.432000,-0.046593,1.058291,-0.120333,1.066129,-0.037919,0.195468,-0.165789,-0.506393,-16.037367,16.367456,22.920454
3.566000,-0.058565,1.088819,-0.064067,1.092273,-0.114214,-0.330968,-0.043717,6.124318,-14.434410,15.642832,22.148537
3.700000,-0.136979,1.000229,0.040685,1.010384,-0.068437,0.287022,-0.058976,-5.810961,-16.251095,17.237005,24.392206
3.926000,-0.051981,1.097797,0.102339,1.103782,0.007858,-0.048676,0.009689,6.124318,-14.648138,15.642832,22.288414
4.060000,0.031821,1.046319,0.074804,1.049473,0.084154,0.477760,-0.295491,0.819749,-14.861866,15.932681,21.803610
4.194000,-0.137578,1.055897,-0.031743,1.065295,0.099413,-0.361486,-0.104753,-1.832535,-14.648138,15.642832,21.508703
4.328000,-0.239935,0.955335,0.014946,0.985118,-0.144732,0.302281,0.116503,-0.506393,-16.251095,15.497906,22.461960
4.462000,0.085693,1.068467,0.000580,1.071898,0.168078,-0.056306,0.185168,-7.137104,-15.289322,16.222530,23.406668
4.596000,-0.190851,1.018785,-0.002413,1.036510,-0.076066,-0.041047,0.208057,-1.832535,-15.503048,16.222530,22.513844
4.822000,0.035412,1.009207,0.099346,1.014704,0.023117,-0.239414,-0.036088,8.776603,-15.289322,15.063131,23.188145
4.956000,-0.176486,1.019982,0.008362,1.035172,-0.060807,-0.010529,0.047837,4.798176,-15.609912,16.657305,23.327187
5.090000,0.070728,1.118748,0.017340,1.121115,-0.022660,0.157321,0.208057,-7.137104,-15.075594,15.932681,23.066471
5.224000,-0.167507,1.013397,0.041882,1.028002,-0.129473,-0.102083,-0.013199,-1.832535,-15.075594,14.773282,21.186825
5.358000,-0.081311,1.084030,0.034699,1.087629,0.114672,0.348058,0.116503,-4.484819,-15.503048,15.642832,22.475681
5.492000,-0.061558,1.053502,-0.080827,1.058390,-0.091325,-0.063935,0.230945,-3.158677,-15.823640,15.497906,22.372972
5.719000,-0.085501,1.009207,-0.043715,1.013766,-0.121843,-0.048676,-0.127642,6.124318,-14.648138,15.063131,21.885454
5.853000,-0.113036,1.037341,-0.094594,1.047760,0.053635,0.081025,0.009689,-5.810961,-15.396184,15.208056,22.407471
5.987000,-0.063354,1.096002,-0.120932,1.104472,-0.068437,-0.124971,0.208057,0.819749,-15.075594,14.193583,20.722048
6.121000,-0.065149,1.081037,-0.164628,1.095440,-0.251545,-0.079194,-0.089494,-1.832535,-14.861866,15.352981,21.446381
6.255000,0.044989,1.125332,-0.117939,1.132390,-0.182879,-0.063935,-0.051347,-3.158677,-14.541274,15.208056,21.277004
6.388000,-0.074727,1.066671,-0.107165,1.074642,-0.251545,-0.155489,-0.074235,-8.463245,-16.251095,15.497906,23.998117
6.522000,-0.001101,1.046918,-0.006603,1.046939,0.015488,-0.109712,0.009689,-5.810961,-14.755002,15.208056,21.971853
6.748000,-0.007686,1.093009,-0.049701,1.094165,-0.053178,-0.018158,0.055467,2.145892,-15.396184,15.497906,21.950682
6.883000,-0.074128,1.049911,-0.088609,1.056248,-0.121843,-0.109712,-0.020829,-9.789388,-14.861866,14.193583,22.763237
7.017000,-0.097473,1.029559,-0.016180,1.034289,0.015488,0.149691,0.085985,-4.484819,-15.289322,14.773282,21.728479
7.152000,-0.044199,1.099593,-0.099383,1.104960,0.030747,0.111543,0.108873,-11.115530,-14.541274,15.497906,23.983093
7.286000,-0.063952,0.986461,-0.019173,0.988718,0.129931,0.058137,-0.005570,0.819749,-15.289322,13.903733,20.682096
7.420000,-0.026242,1.126529,-0.128115,1.134095,-0.129473,-0.079194,0.085985,0.819749,-14.648138,14.773282,20.820417
7.645000,-0.141169,1.067270,-0.094594,1.080714,0.007858,0.195468,-0.005570,-0.506393,-14.755002,15.497906,21.404476
7.779000,-0.007087,1.016390,-0.079630,1.019530,-0.114214,-0.033417,-0.043717,0.819749,-15.289322,13.903733,20.682096
7.913000,-0.129796,1.008010,-0.018575,1.016502,0.015488,-0.170748,0.101244,0.819749,-15.289322,14.483432,21.076174
8.047000,-0.075325,1.005616,0.044276,1.009405,-0.083696,0.081025,0.047837,-8.463245,-16.037367,16.367456,24.427797
8.181000,-0.008883,1.072058,0.001179,1.072096,0.084154,-0.018158,0.047837,-5.810961,-15.182458,15.497906,22.460173
8.315000,-0.087297,1.059488,-0.074243,1.065668,-0.144732,-0.079194,-0.043717,-1.832535,-15.930504,15.352981,22.200296
8.541000,0.015060,1.016989,0.024523,1.017396,0.007858,-0.102083,-0.020829,-3.158677,-15.823640,15.208056,22.173178
8.675000,-0.121416,1.092410,-0.049102,1.100233,0.000229,0.042878,-0.089494,3.472034,-15.503048,15.352981,22.093292
8.809000,-0.013073,1.050510,-0.040722,1.051380,-0.175250,-0.010529,-0.043717,-0.506393,-14.968730,15.787757,21.761723
8.943000,-0.098071,0.961321,0.081388,0.969732,0.114672,0.103914,0.101244,0.819749,-15.075594,15.932681,21.949848
9.077000,0.009075,1.032552,-0.038328,1.033303,-0.030289,0.065766,-0.020829,-3.158677,-14.755002,15.787757,21.838970
9.211000,-0.090888,1.021778,-0.044912,1.026795,0.038376,-0.201266,-0.196307,-0.506393,-15.396184,16.367456,22.476488
9.437000,0.062348,1.093009,-0.019772,1.094964,0.099413,-0.033417,-0.036088,-7.137104,-15.503048,15.063131,22.763582
9.571000,-0.167507,1.046918,-0.082623,1.063448,-0.083696,0.172580,-0.028458,-4.484819,-15.075594,14.483432,21.381227
9.705000,0.140164,1.109769,0.017340,1.118720,-0.022660,0.004730,-0.097124,2.145892,-15.182458,15.787757,22.008297
9.839000,-0.166908,1.018186,-0.098186,1.036437,0.053635,-0.140230,0.162280,3.472034,-14.220682,14.773282,20.797421
9.973000,-0.001700,1.109170,-0.065264,1.111090,-0.060807,0.058137,-0.142901,8.776603,-14.861866,15.063131,22.908552
10.107000,-0.025045,1.030158,-0.051497,1.031748,0.061265,-0.292821,-0.074235,3.472034,-14.648138,15.063131,21.296030
10.333000,0.042595,1.011003,0.029910,1.012342,0.091783,0.081025,0.185168,2.145892,-15.396184,14.918206,21.545307
10.467000,-0.081311,1.096002,-0.007202,1.099037,0.023117,-0.063935,0.078355,6.124318,-15.289322,15.642832,22.714947
10.601000,0.028229,1.053502,-0.033539,1.054414,-0.022660,0.058137,-0.058976,-0.506393,-15.182458,14.048657,20.691259
10.735000,-0.047192,1.052305,-0.046109,1.054372,-0.022660,-0.002899,-0.074235,-3.158677,-15.396184,15.497906,22.072716
10.869000,-0.063952,1.081037,0.169380,1.096093,-0.068437,0.065766,0.063096,-8.463245,-15.823640,16.077606,24.093641
11.003000,-0.129796,1.001426,0.044875,1.010799,0.099413,0.065766,0.200427,-7.137104,-15.716776,16.222530,23.688093
11.230000,-0.074128,1.004419,-0.058680,1.008858,0.038376,-0.071565,-0.036088,-7.137104,-14.861866,15.642832,22.726889
11.364000,-0.099269,1.049911,-0.072447,1.057079,-0.068437,0.103914,0.047837,-9.789388,-14.006954,15.642832,23.167328
11.498000,-0.048988,1.022975,-0.024560,1.024442,-0.007401,-0.018158,0.085985,-11.115530,-15.823640,16.367456,25.334486
11.633000,-0.083107,1.061883,-0.036532,1.065756,-0.022660,0.081025,0.047837,-16.420099,-14.755002,14.628357,26.482420
11.768000,-0.047192,1.054101,-0.005406,1.055171,0.007858,-0.063935,0.002060,-15.093956,-14.861866,16.222530,26.680948
11.902000,-0.041805,1.031954,0.047269,1.033881,-0.015030,0.081025,-0.020829,-20.398525,-15.075594,15.932681,29.953693
12.128000,-0.069938,1.048714,0.107127,1.056489,-0.175250,-0.102083,-0.051347,-37.638374,-13.900090,16.367456,43.333054
12.263000,0.020448,1.081037,0.050262,1.082398,-0.037919,0.081025,-0.013199,19.385740,19.762018,-19.718830,33.987888
12.397000,-0.078318,1.001426,0.047269,1.005595,-0.182879,-0.140230,-0.051347,19.385740,19.762018,-19.718830,33.987888
12.531000,-0.045995,1.226492,-0.096390,1.231134,-0.144732,0.042878,0.024949,19.385740,19.762018,-19.718830,33.987888
12.665000,-0.081910,1.003820,0.177161,1.022619,0.374075,0.088655,0.139391,19.385740,19.762018,-19.718830,33.987888
12.799000,0.030025,0.896674,0.561450,1.058373,0.503777,0.462501,0.017319,19.385740,19.762018,-19.718830,33.987888
13.024000,-0.037016,1.115755,0.244801,1.142894,0.183337,0.088655,-0.074235,19.385740,19.762018,-19.718830,33.987888
13.159000,-0.146556,0.936181,0.222653,0.973390,0.091783,-0.147860,0.215686,19.385740,19.762018,-19.718830,33.987888
13.294000,-0.181274,0.993644,0.508177,1.130678,-0.457542,-0.079194,-0.028458,19.385740,19.762018,-19.718830,33.987888
13.428000,-0.189654,0.902660,0.115508,0.929573,0.007858,0.035248,-0.509117,19.385740,19.762018,-19.718830,33.987888
13.562000,0.015060,1.069664,-0.126319,1.077202,-0.556725,-0.269932,-0.249714,19.385740,19.762018,-19.718830,33.987888
13.696000,-0.005890,1.011003,0.101142,1.016067,-0.060807,-0.056306,0.002060,19.385740,19.762018,-19.718830,33.987888
13.923000,-0.004693,1.044524,-0.075440,1.047255,-0.106584,-0.231785,0.162280,19.385740,19.762018,-19.718830,33.987888
14.057000,0.044391,1.061883,0.068220,1.064997,-0.236286,0.027619,-0.043717,19.385740,19.762018,-19.718830,33.987888
14.191000,0.001892,1.097199,-0.058680,1.098768,0.099413,-0.002899,-0.203937,19.385740,19.762018,-19.718830,33.987888
14.325000,-0.066945,1.084629,-0.035933,1.087286,-0.121843,-0.048676,-0.173419,19.385740,19.762018,-19.718830,33.987888
14.459000,-0.097473,1.118149,-0.329837,1.169851,-0.434653,-0.514076,0.620050,19.385740,19.762018,-19.718830,33.987888
14.593000,0.062947,1.172022,-0.331034,1.219500,-0.015030,0.065766,0.139391,19.385740,19.762018,-19.718830,33.987888
14.820000,-0.005291,0.999032,0.077198,1.002024,-0.236286,-0.231785,-0.310750,19.385740,19.762018,-19.718830,33.987888
14.954000,-0.230956,0.947554,-0.012589,0.975375,-0.167620,-0.262303,0.078355,19.385740,19.762018,-19.718830,33.987888
15.088000,0.202416,1.131318,0.062234,1.150967,0.122301,0.012360,-0.364157,19.385740,19.762018,-19.718830,33.987888
15.222000,-0.031030,0.851781,1.176193,1.452557,1.083619,0.828717,0.398795,19.385740,19.762018,-19.718830,33.987888
15.356000,-0.002897,1.066671,-0.190966,1.083635,-0.434653,-0.269932,-0.303120,19.385740,19.762018,-19.718830,33.987888
15.491000,-0.088494,1.055298,0.172373,1.072939,-0.228656,-0.277562,0.581903,19.385740,19.762018,-19.718830,33.987888
15.716000,-0.089093,0.933188,0.607541,1.117087,0.190967,0.294652,-0.928740,19.385740,19.762018,-19.718830,33.987888
15.851000,-0.143564,1.093009,0.333990,1.151880,0.297780,0.134432,-2.302052,19.385740,19.762018,-19.718830,33.987888
15.985000,-0.196239,1.249837,-0.648282,1.421574,-0.564355,-0.468299,-3.156557,19.385740,19.762018,-19.718830,33.987888
16.118999,-0.055572,1.227091,-1.044542,1.612423,-0.793240,0.180209,-2.393606,19.385740,19.762018,-19.718830,33.987888
16.253000,-0.106452,1.210331,-0.426208,1.287589,0.168078,-0.094453,-2.576715,19.385740,19.762018,-19.718830,33.987888
16.386999,0.377800,0.954737,-0.138889,1.036120,-0.114214,-0.048676,0.208057,19.385740,19.762018,-19.718830,33.987888
16.614000,-0.125606,0.933188,0.048466,0.942849,-0.045548,0.042878,-1.218662,19.385740,19.762018,-19.718830,33.987888
16.747999,0.100657,1.134311,0.006566,1.138787,-0.434653,-0.178378,-0.547265,19.385740,19.762018,-19.718830,33.987888
16.882000,-0.126205,0.827239,1.182179,1.448378,1.091249,1.172045,0.665827,19.385740,19.762018,-19.718830,33.987888
17.016001,0.017455,1.134909,-0.136495,1.143221,-0.152361,-0.041047,-1.027924,19.385740,19.762018,-19.718830,33.987888
17.150000,0.147347,1.042728,0.189133,1.069936,0.374075,0.225986,-0.501488,19.385740,19.762018,-19.718830,33.987888
17.284000,0.024039,1.096002,-0.203536,1.115000,0.427481,0.225986,0.421683,19.385740,19.762018,-19.718830,33.987888
17.417999,-0.051382,1.188183,-0.360963,1.242865,-0.709316,-0.170748,-0.905852,19.385740,19.762018,-19.718830,33.987888
17.643000,-0.132191,0.925406,-0.170614,0.950242,0.389334,0.195468,0.307240,19.385740,19.762018,-19.718830,33.987888
17.777000,-0.190851,1.084629,-0.906869,1.426623,-0.938201,-0.712444,-0.005570,19.385740,19.762018,-19.718830,33.987888
17.912001,-0.147155,1.058890,-0.398075,1.140774,-0.205768,-0.063935,-0.272602,19.385740,19.762018,-19.718830,33.987888
18.046000,-0.025045,1.095403,-0.069454,1.097888,-0.030289,-0.361486,-0.203937,19.385740,19.762018,-19.718830,33.987888
18.180000,-0.084304,0.571046,1.169010,1.303758,0.839475,0.851606,-0.272602,19.385740,19.762018,-19.718830,33.987888
18.313999,-0.208210,1.116952,-0.439377,1.218189,-0.365988,-0.201266,-1.432288,19.385740,19.762018,-19.718830,33.987888
18.540001,0.271852,1.058890,-0.186776,1.109070,-0.098955,0.340429,-2.408865,19.385740,19.762018,-19.718830,33.987888
18.674000,-0.323138,0.903259,0.530923,1.096437,0.168078,0.142062,-1.890059,19.385740,19.762018,-19.718830,33.987888
18.808001,-0.007686,1.117551,-0.262197,1.147922,-0.610132,0.309911,-4.224689,19.385740,19.762018,-19.718830,33.987888
18.941999,0.458609,0.997236,1.029541,1.504910,-0.488060,0.019989,-3.393072,19.385740,19.762018,-19.718830,33.987888
19.076000,0.139565,1.086424,0.117902,1.101679,-0.030289,0.019989,-0.387045,19.385740,19.762018,-19.718830,33.987888
19.209999,-0.300392,0.861957,0.152021,0.925373,0.175708,0.019989,1.352483,19.385740,19.762018,-19.718830,33.987888
19.437000,-0.175887,1.013397,-0.014385,1.028648,0.061265,0.012360,0.444572,19.385740,19.762018,-19.718830,33.987888
19.570999,-0.047192,1.107375,-0.056884,1.109838,-0.053178,0.073396,0.238575,19.385740,19.762018,-19.718830,33.987888
19.705000,-0.122015,1.024770,-0.011990,1.032078,-0.091325,-0.071565,0.124132,19.385740,19.762018,-19.718830,33.987888
19.839001,-0.138775,0.959525,-0.025758,0.969851,0.099413,0.126802,0.345388,19.385740,19.762018,-19.718830,33.987888
19.973000,-0.056171,1.059488,-0.011392,1.061037,0.030747,0.004730,-0.127642,19.385740,19.762018,-19.718830,33.987888
20.107000,-0.045396,1.040334,-0.024560,1.041613,-0.076066,0.050507,-0.234455,19.385740,19.762018,-19.718830,33.987888
20.337000,-0.045995,1.073256,-0.009596,1.074284,-0.137102,0.012360,0.200427,19.385740,19.762018,-19.718830,33.987888
20.471001,-0.050784,1.070861,-0.047307,1.073108,-0.114214,-0.010529,-0.188678,19.385740,19.762018,-19.718830,33.987888
20.605000,-0.063952,1.034348,-0.123326,1.043635,-0.266804,-0.140230,0.002060,19.385740,19.762018,-19.718830,33.987888
20.739000,-0.494931,0.884703,-0.338217,1.068665,-0.694057,-0.758221,0.406424,19.385740,19.762018,-19.718830,33.987888
20.872999,0.210796,1.325857,0.107726,1.346825,-0.549096,-0.361486,-0.181048,19.385740,19.762018,-19.718830,33.987888
21.007000,-0.374017,0.809281,0.071213,0.894369,0.236744,0.065766,0.017319,19.385740,19.762018,-19.718830,33.987888
21.232000,-0.103459,0.998433,0.023925,1.004064,-0.098955,-0.140230,-0.364157,19.385740,19.762018,-19.718830,33.987888
21.365999,-0.017263,1.094805,0.016742,1.095069,0.046006,0.073396,-0.570153,19.385740,19.762018,-19.718830,33.987888
21.500000,-0.117226,0.987659,0.056248,0.996180,-0.022660,0.035248,0.047837,19.385740,19.762018,-19.718830,33.987888
21.634001,-0.139373,0.961920,0.039488,0.972766,0.114672,-0.033417,0.047837,19.385740,19.762018,-19.718830,33.987888
21.768999,-0.004094,1.068467,0.071213,1.070845,0.084154,0.225986,0.230945,19.385740,19.762018,-19.718830,33.987888
21.903999,-0.132789,1.046918,-0.035933,1.055917,0.137560,0.119173,0.093614,19.385740,19.762018,-19.718830,33.987888
22.129999,-0.120817,1.017588,0.423777,1.108904,1.007324,0.790570,-1.897688,19.385740,19.762018,-19.718830,33.987888
22.264000,0.006680,1.101987,0.041283,1.102781,0.160449,-0.086824,-1.806134,19.385740,19.762018,-19.718830,33.987888
22.398001,-0.006489,0.992447,-0.013786,0.992564,-0.167620,0.073396,-0.409934,19.385740,19.762018,-19.718830,33.987888
22.532000,-0.073530,1.150473,-0.016180,1.152933,-0.137102,-0.300450,0.063096,19.385740,19.762018,-19.718830,33.987888
22.666000,-0.142366,1.105579,-0.076038,1.117298,-0.098955,0.042878,-0.341268,19.385740,19.762018,-19.718830,33.987888
22.799999,-0.176486,1.043326,-0.044314,1.059076,-0.289693,-0.460670,-0.066606,19.385740,19.762018,-19.718830,33.987888
23.025000,0.063545,1.147480,0.017939,1.149378,0.038376,0.073396,-0.089494,19.385740,19.762018,-19.718830,33.987888
23.159000,-0.111839,0.937378,0.074205,0.946938,0.252003,0.233616,0.276722,19.385740,19.762018,-19.718830,33.987888
23.292999,0.901559,2.419464,-2.259662,3.431135,-0.625391,-0.086824,0.429313,19.385740,19.762018,-19.718830,33.987888
23.427000,0.292802,1.956162,0.961302,2.199183,0.244373,-0.193637,1.482185,19.385740,19.762018,-19.718830,33.987888
23.561001,-0.311166,0.783542,0.239414,0.876403,-0.571984,0.027619,0.276722,19.385740,19.762018,-19.718830,33.987888
23.695000,-0.211203,0.925406,-0.058680,0.951013,-0.175250,-0.437781,0.955749,19.385740,19.762018,-19.718830,33.987888
23.923000,-0.697251,0.811676,0.011953,1.070102,-0.320211,0.622721,-0.608301,19.385740,19.762018,-19.718830,33.987888
24.056999,-0.385989,1.090016,-0.363956,1.212265,-0.076066,1.492485,-8.069963,19.385740,19.762018,-19.718830,33.987888
24.191000,0.616036,1.183993,-0.314274,1.371170,-0.762722,-2.162051,14.574425,19.385740,19.762018,-19.718830,33.987888
24.325001,-0.568556,0.968504,0.351947,1.176912,0.190967,-0.872663,2.451133,19.385740,19.762018,-19.718830,33.987888
24.459000,-0.139972,1.050510,0.303462,1.102385,0.023117,0.493019,-0.036088,19.385740,19.762018,-19.718830,33.987888
24.593000,-0.130395,1.093009,0.102937,1.105562,0.366445,-0.826886,4.625543,19.385740,19.762018,-19.718830,33.987888
24.820000,0.016258,1.371948,0.089170,1.374938,0.091783,-0.689555,4.671320,19.385740,19.762018,-19.718830,33.987888
24.955000,-0.043601,1.015193,-0.003012,1.016134,-0.007401,0.134432,0.284352,19.385740,19.762018,-19.718830,33.987888
25.089001,-0.030432,1.091213,-0.023962,1.091900,-0.129473,-0.124971,0.032578,19.385740,19.762018,-19.718830,33.987888
25.223000,-0.058565,1.032552,0.023326,1.034475,0.175708,0.081025,0.009689,19.385740,19.762018,-19.718830,33.987888
25.357000,-0.057368,1.102586,0.006566,1.104097,-0.114214,-0.086824,0.673457,19.385740,19.762018,-19.718830,33.987888
25.490999,-0.094480,0.920617,-0.034138,0.926082,0.023117,-0.468299,3.046235,19.385740,19.762018,-19.718830,33.987888
25.716000,-0.059164,1.040932,0.023925,1.042887,0.076524,-0.033417,-0.097124,19.385740,19.762018,-19.718830,33.987888
25.850000,0.009075,1.090614,0.026918,1.090984,-0.015030,-0.079194,-0.058976,19.385740,19.762018,-19.718830,33.987888
25.983999,-0.077121,1.031355,0.035896,1.034857,0.076524,0.042878,0.040208,19.385740,19.762018,-19.718830,33.987888
26.118000,-0.040608,1.058890,0.041283,1.060472,-0.053178,-0.033417,0.055467,19.385740,19.762018,-19.718830,33.987888
26.252001,-0.063354,1.037341,-0.016779,1.039409,-0.060807,-0.033417,0.047837,19.385740,19.762018,-19.718830,33.987888
26.386000,-0.031030,1.081037,-0.029349,1.081881,-0.022660,-0.041047,-0.043717,19.385740,19.762018,-19.718830,33.987888
26.610001,0.084496,1.073854,0.020333,1.077365,0.076524,0.073396,0.124132,19.385740,19.762018,-19.718830,33.987888
26.743999,-0.074128,1.049312,0.064030,1.053874,0.236744,0.172580,0.093614,19.385740,19.762018,-19.718830,33.987888
26.878000,-0.086698,1.047517,-0.037131,1.051754,0.068894,0.073396,-0.532006,19.385740,19.762018,-19.718830,33.987888
27.013000,0.297591,1.157057,-0.046708,1.195626,-0.037919,0.081025,0.200427,19.385740,19.762018,-19.718830,33.987888
27.146999,-0.282434,1.072058,0.234625,1.133193,0.305409,0.119173,-0.463340,19.385740,19.762018,-19.718830,33.987888
27.281000,-0.068142,0.917625,-0.014983,0.920273,-0.175250,-0.254673,0.185168,19.385740,19.762018,-19.718830,33.987888
27.506001,0.200620,0.957729,-0.171811,0.993486,-0.266804,0.126802,-0.470970,19.385740,19.762018,-19.718830,33.987888
27.639999,-0.366236,1.169029,-0.276563,1.255883,-0.114214,-0.102083,-0.066606,19.385740,19.762018,-19.718830,33.987888
27.774000,-0.105254,0.978680,0.172971,0.999406,-0.526207,-0.186007,0.124132,19.385740,19.762018,-19.718830,33.987888
27.908001,-0.349475,0.811077,-0.211318,0.908094,0.625849,-0.147860,1.169375,19.385740,19.762018,-19.718830,33.987888
28.042000,0.082700,1.058291,0.148429,1.071844,0.976806,0.988937,0.009689,19.385740,19.762018,-19.718830,33.987888
28.176001,0.143755,1.608387,-0.448356,1.675887,-1.663004,-1.406729,0.360647,19.385740,19.762018,-19.718830,33.987888
28.309999,-0.253702,0.462104,-0.220895,0.571577,2.685817,1.202563,-0.028458,19.385740,19.762018,-19.718830,33.987888
28.537001,-0.093283,0.853576,-0.405856,0.949744,0.465629,-0.796368,0.459831,19.385740,19.762018,-19.718830,33.987888
28.671000,-0.143564,1.018785,0.073008,1.031437,-0.953460,0.172580,0.543755,19.385740,19.762018,-19.718830,33.987888
28.805000,0.401145,1.219908,0.012552,1.284231,0.427481,-0.849775,5.609750,19.385740,19.762018,-19.718830,33.987888
28.938999,-0.531444,0.823049,-0.082024,0.983143,-0.358358,-0.002899,0.543755,19.385740,19.762018,-19.718830,33.987888
29.073000,0.062348,0.914632,-0.076038,0.919902,-0.251545,-2.368047,23.264437,19.385740,19.762018,-19.718830,33.987888
29.207001,-0.290814,1.048115,-0.055687,1.089137,-0.137102,0.027619,1.085450,19.385740,19.762018,-19.718830,33.987888
29.433001,-0.250111,0.963715,-0.072447,0.998274,0.007858,-0.239414,0.742123,19.385740,19.762018,-19.718830,33.987888
29.568001,0.176079,1.209732,0.062832,1.224093,-0.114214,-0.208896,2.153582,19.385740,19.762018,-19.718830,33.987888
29.702000,-0.186063,0.987659,0.006566,1.005053,0.053635,-0.102083,0.551385,19.385740,19.762018,-19.718830,33.987888
29.836000,0.025835,1.200155,-0.053891,1.201642,-0.076066,0.081025,0.093614,19.385740,19.762018,-19.718830,33.987888
29.971001,-0.186661,0.931991,-0.033539,0.951091,-0.022660,-0.041047,-0.165789,19.385740,19.762018,-19.718830,33.987888
30.105000,-0.059762,1.108572,0.019735,1.110357,0.053635,-0.056306,-0.142901,19.385740,19.762018,-19.718830,33.987888
30.330999,0.087489,1.182796,0.036495,1.186589,-0.022660,-0.071565,0.559014,19.385740,19.762018,-19.718830,33.987888
30.465000,-0.020854,1.029559,-0.032342,1.030278,-0.137102,-0.086824,-0.364157,19.385740,19.762018,-19.718830,33.987888
30.600000,0.052771,1.125931,0.032305,1.127629,0.137560,0.050507,-0.264973,19.385740,19.762018,-19.718830,33.987888
30.733999,-0.126205,1.047517,-0.036532,1.055724,0.015488,0.203098,-0.280232,19.385740,19.762018,-19.718830,33.987888
30.868000,0.266464,1.155261,0.019735,1.185758,-0.121843,0.058137,-0.280232,19.385740,19.762018,-19.718830,33.987888
31.002001,-0.115430,1.104382,-0.116742,1.116518,-0.053178,-0.430152,0.246204,19.385740,19.762018,-19.718830,33.987888
31.228001,0.070728,1.328251,0.059839,1.331478,0.023117,-1.025254,7.028839,19.385740,19.762018,-19.718830,33.987888
31.362000,-0.058565,1.002623,0.014347,1.004435,-0.060807,0.203098,-0.036088,19.385740,19.762018,-19.718830,33.987888
31.496000,-0.010679,1.080439,0.026918,1.080827,0.152819,-0.186007,0.200427,19.385740,19.762018,-19.718830,33.987888
31.629999,0.062947,1.135508,-0.005406,1.137264,-0.114214,0.149691,-0.058976,19.385740,19.762018,-19.718830,33.987888
31.764000,-0.056769,0.980476,0.029910,0.982573,0.023117,0.004730,0.040208,19.385740,19.762018,-19.718830,33.987888
31.898001,0.037806,1.167233,-0.017976,1.167983,-0.030289,0.096284,-0.135271,19.385740,19.762018,-19.718830,33.987888
