"Time (s)","Throttle (µs)","Rotation speed (rpm)","Thrust (lbf)","Torque (lbf⋅ft)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.239615949983","1000","0","-0.0013932330817414463","-0.000046078878605722256","25.039362931145","0.0014956922039333","0.03745117992757004","0","0","",""
"19.919957599986","2000","4806.999999999957","5.508100425254361","0.39432314675981206","24.297398657235","12.972865173588","315.20687684922774","269.1264543852173","85.38089558050727","9.283488432218459","7.926325564540915"
"24.944301449985","1953","4560.000000000015","4.922640089695858","0.3501343480997608","24.360021544651","11.050588148157","269.1925653701696","226.68853535841615","84.21054832873794","9.849955496919039","8.294701534092187"
"29.962885999984","1907","4390.000000000035","4.543243521165815","0.3263527130708382","24.393527536633","9.9695677978684","243.19292660563246","203.4144236453655","83.64323193298597","10.130946268812924","8.473850884629384"
"34.947482049985","1860","4211.000000000026","4.222392407240274","0.29991784850959","24.435674793202","8.8500664179347","216.25734488689048","179.31538383296294","82.91759242986666","10.680873766269952","8.856323377464268"
"39.980454899991","1814","4046.999999999971","3.8600759571335903","0.27450325798688985","24.477328423421","7.8348727479879","191.77675340821082","157.7286929564752","82.24599183861359","11.100713313204214","9.12989176560583"
"44.967336449988","1767","3865.9999999999554","3.5373054296822692","0.2508611414227012","24.518945085029","6.8856159312581","168.82803889511817","137.69724161790225","81.56064746060608","11.652337653326281","9.503722034348907"
"49.943115399981","1721","3683.0000000000296","3.242616678839932","0.22882414140425408","24.560562450955","6.0926695862704","149.63939186662833","119.65574554884249","79.96273177552747","12.292148426388389","9.82913767564267"
"54.926124249986","1674","3508.0000000000337","2.9225478712646553","0.20710030552068404","24.600456986023","5.2949487494766","130.25815895469538","103.15025858966635","79.18909603623577","12.851595657542966","10.177062427440402"
"60.190839749989","1628","3336.999999999956","2.6095851695483034","0.18605585556316964","24.64022697649","4.5394128273448","111.85216240576608","88.15146740860258","78.81069575464757","13.427886756389404","10.582610977856666"
"65.167302899984","1581","3153.0000000000264","2.3465069419255395","0.16868603148449207","24.673884038571","3.9231941011532","96.80043631265984","75.51497598971069","78.01098720857172","14.094656471247271","10.995380656876835"
"70.143789749981","1535","2904.9999999999845","1.976573222661143","0.14008462749499312","24.717716284617","3.0999431894862","76.62351625615062","57.77854660028","75.40576238648154","15.517152737467104","11.700827322361864"
"75.14911484998","1488","2701.9999999999936","1.6912513999175443","0.11922546233711509","24.753956667603","2.5571455292254","63.299469623200295","45.73875686193807","72.25772527669659","16.772181479921205","12.119196816670447"
"80.207455299983","1441","2490.999999999977","1.4274139252703484","0.09958201943609946","24.783126253859","2.0666372288093","51.21773136250617","35.219618994034604","68.76450412213504","18.383619239153205","12.641404609505116"
"85.193908249984","1395","2291.999999999998","1.2144954117575422","0.0840087768593173","24.807815341097","1.6684765605246","41.39125841444293","27.338159414546947","66.04814751176461","20.150802540133583","13.30923178651184"
"90.246767749981","1348","2098.0000000000364","0.9846883728214358","0.06862463007102912","24.829928970627","1.3027894602492","32.348169761669126","20.44162876838794","63.1925358343154","21.849879860367995","13.807493160517907"
"95.399351399984","1302","1915.0000000000148","0.8226564280868903","0.05611478011145088","24.84607343418","1.0553277558172","26.22075091816253","15.257242202637304","58.18766308507569","24.457282250337865","14.231120995592617"
"100.47477429998","1255","1723.9999999999673","0.6657625242275096","0.04770814071429486","24.862440017264","0.81614615149599","20.29138473688991","11.677765495061282","57.55036261192665","25.85981036776709","14.882414637406562"
"105.63203624998","1209","1534.0000000000182","0.5135586813178863","0.03576896209924133","24.877501600708","0.61999834172684","15.424009738745768","7.790434758441815","50.5084922169876","29.901578874097","15.102836638379692"
"110.72956959999","1162","1286.9999999999798","0.34975216712285806","0.0227610554418446","24.890525278061","0.42507967178195","10.580456315678498","4.159115110236594","39.309411486095065","38.14391046966446","14.994146723408099"
"115.79711419998","1116","1071.0000000000418","0.22998398275329393","0.014448933088870438","24.901328234239","0.29298516786256","7.295719832709218","2.1971274374181915","30.115293456962455","47.479712838909904","14.2986548539608"
